Worker,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AccX_smooth,AccY_smooth,AccZ_smooth,GyroX_smooth,GyroY_smooth,GyroZ_smooth
worker 1,2026-07-27 13:06:50.524,0.5470493912517438,-0.24601510293269865,0.8552325940989525,-0.005892890595162912,0.009668911135133573,0.11764712258417287,0.5663851561137575,-0.2552168534662211,0.871454374518487,-0.06421950640734066,-0.03204340101637845,0.12314569026495267
worker 1,2026-07-27 13:06:50.525,0.5470493912517438,-0.24601510293269865,0.8390429657275584,0.030264758967873003,0.009668911135133573,0.1316322177758468,0.5663851561137575,-0.26357044895444487,0.8681137071350062,-0.048453523305160395,-0.01573858004052724,0.1086886226882309
worker 1,2026-07-27 13:06:50.584,0.5470493912517438,-0.24601510293269865,0.8390429657275584,0.030264758967873003,0.009668911135133573,0.1316322177758468,0.5627274694731746,-0.259393651210333,0.8647730397515249,-0.021871968177252392,-0.005329287553119404,0.11993884982066166
worker 1,2026-07-27 13:06:50.643,0.5470493912517438,-0.24601510293269865,0.8390429657275584,0.04042671276663474,0.0035169477777046605,0.11627153945056558,0.5590697828325918,-0.2552168534662211,0.8614323723680438,0.007023366040736674,0.0036982404448095197,0.12766680957985477
worker 1,2026-07-27 13:06:50.644,0.5470493912517438,-0.24601510293269865,0.8390429657275584,0.04042671276663474,0.0035169477777046605,0.11627153945056558,0.5554120961920088,-0.25104005572210925,0.8580917049845631,0.0300535393094505,0.00623147534218753,0.1372873309127278
worker 1,2026-07-27 13:06:50.644,0.5470493912517438,-0.24601510293269865,0.8390429657275584,0.044680553891697776,-0.0016096883534860997,0.10091086112528437,0.5554120961920088,-0.25104005572210925,0.8547510376010816,0.041568625943807405,0.0036982404448095197,0.13344963661054346
worker 1,2026-07-27 13:06:50.645,0.5470493912517438,-0.24601510293269865,0.8552325940989525,0.044680553891697776,-0.011452829725372359,0.09105251533443225,0.5554120961920088,-0.25104005572210925,0.8580917049845628,0.04485096372275962,-0.0010458176357347614,0.1241445422066171
worker 1,2026-07-27 13:06:50.704,0.5470493912517438,-0.24601510293269865,0.8552325940989525,0.044680553891697776,-0.011452829725372359,0.09105251533443225,0.5554120961920088,-0.25104005572210925,0.8614323723680438,0.048133301501711814,-0.005789875716279043,0.11483944780269072
worker 1,2026-07-27 13:06:50.705,0.5470493912517438,-0.24601510293269865,0.8552325940989525,0.024356646294174326,-0.014118680513591558,0.08967693220082497,0.5554120961920088,-0.25104005572210925,0.8647730397515249,0.04447430201042083,-0.009750933919451935,0.10874119384305533
worker 1,2026-07-27 13:06:50.763,0.5470493912517438,-0.24601510293269865,0.8552325940989525,0.024356646294174326,-0.014118680513591558,0.08967693220082497,0.5554120961920088,-0.25104005572210925,0.8681137071350062,0.040815302519129855,-0.013711992122624826,0.10264293988341998
worker 1,2026-07-27 13:06:50.764,0.5470493912517438,-0.22584525035791064,0.8390429657275584,-0.004474943553475229,-0.008992044382400796,0.10366202739249891,0.5554120961920088,-0.24686325797799735,0.8681137071350059,0.02962306878106332,-0.015370109509999529,0.10327379374131329
worker 1,2026-07-27 13:06:50.764,0.5470493912517438,-0.22584525035791064,0.8390429657275584,-0.027398420727426105,-0.017809858528048905,0.10778877679332073,0.5554120961920088,-0.2426864602338855,0.8647730397515249,0.013211379886302312,-0.01679793281579441,0.10711148804349763
worker 1,2026-07-27 13:06:50.824,0.5649159176438049,-0.22584525035791064,0.8552325940989525,-0.027398420727426105,-0.017809858528048905,0.10778877679332073,0.5590697828325918,-0.23850966248977362,0.8647730397515249,-0.0032003090084587065,-0.01822575612158929,0.11094918234568193
worker 1,2026-07-27 13:06:50.825,0.5649159176438049,-0.22584525035791064,0.8552325940989525,-0.05197616945001261,-0.026627672673697016,0.08119416954358012,0.5627274694731746,-0.23433286474566173,0.8647730397515249,-0.020580556592090866,-0.021035343916863083,0.10900404961717755
worker 1,2026-07-27 13:06:50.927,0.5470493912517438,-0.22584525035791064,0.8552325940989525,-0.09805944830486231,-0.02785806534518279,0.04772164662580314,0.5627274694731746,-0.23015606700154992,0.8647730397515249,-0.04845352330516039,-0.024121284610032663,0.09938352828430452
worker 1,2026-07-27 13:06:50.928,0.5470493912517438,-0.22584525035791064,0.8552325940989525,-0.09805944830486231,-0.02785806534518279,0.04772164662580314,0.5627274694731746,-0.23015606700154992,0.8681137071350062,-0.0697618144603255,-0.028358695711101344,0.08655616650714047
worker 1,2026-07-27 13:06:50.928,0.5649159176438049,-0.24601510293269865,0.8552325940989525,-0.1862084893964466,-0.03154924335964014,-0.004091984740070832,0.5663851561137575,-0.23433286474566173,0.871454374518487,-0.10592133884484815,-0.03144463640427092,0.060901442952812385
worker 1,2026-07-27 13:06:50.946,0.5649159176438049,-0.24601510293269865,0.8552325940989525,-0.1862084893964466,-0.03154924335964014,-0.004091984740070832,0.5663851561137575,-0.23850966248977362,0.871454374518487,-0.14208086322937077,-0.0345305770974405,0.03524671939848429
worker 1,2026-07-27 13:06:50.947,0.5649159176438049,-0.2661849555074867,0.8390429657275584,-0.2942087890716584,-0.03277963603112592,-0.11322158000624784,0.5663851561137575,-0.24686325797799735,0.8681137071350059,-0.19723489967897745,-0.035912341586919416,-0.009333619892643225
worker 1,2026-07-27 13:06:51.004,0.5827824440358659,-0.28635480808227476,0.8552325940989525,-0.3693599822811056,-0.039136664833802466,-0.20974166321435822,0.5737005293949232,-0.259393651210333,0.8681137071350059,-0.25900742050253694,-0.038445576484297424,-0.06837102676049252
worker 1,2026-07-27 13:06:51.004,0.600648970427927,-0.32669451323185084,0.8390429657275584,-0.43269495014315545,-0.06661543449698495,-0.20011258127910725,0.5846735893166718,-0.28027763993089233,0.8647730397515249,-0.33520070402706675,-0.047150692768014604,-0.1252004451257152
worker 1,2026-07-27 13:06:51.071,0.600648970427927,-0.32669451323185084,0.8390429657275584,-0.43269495014315545,-0.06661543449698495,-0.20011258127910725,0.5919889625978376,-0.29698483090733985,0.8614323723680438,-0.3913232991655446,-0.05502675035804442,-0.1701487825006138
worker 1,2026-07-27 13:06:51.072,0.600648970427927,-0.3468643658066389,0.8390429657275584,-0.4442748509836049,-0.08158521200006197,-0.12032875952988543,0.5993043358790033,-0.3178688196278992,0.8580917049845628,-0.4500825262903939,-0.06626510153913961,-0.1968023579966063
worker 1,2026-07-27 13:06:51.147,0.618515496819988,-0.3872040709562149,0.8552325940989525,-0.3303664386346944,-0.044058235519745595,-0.020828246198959323,0.610277395800752,-0.34292960609257045,0.8614323723680438,-0.4583152751457987,-0.06879833643651762,-0.17561618260235587
worker 1,2026-07-27 13:06:51.148,0.618515496819988,-0.407373923531003,0.8552325940989525,-0.15430468095847372,0.03591728812683027,0.10366202739249891,0.6175927690819177,-0.3679903925572416,0.8614323723680438,-0.40934925254175747,-0.051940809664874854,-0.10375141395734254
worker 1,2026-07-27 13:06:51.184,0.618515496819988,-0.407373923531003,0.8552325940989525,-0.15430468095847372,0.03591728812683027,0.10366202739249891,0.6212504557225007,-0.38469758353368905,0.8647730397515249,-0.3459624672367461,-0.02891140150689291,-0.03409463381495577
worker 1,2026-07-27 13:06:51.185,0.5827824440358659,-0.3468643658066389,0.8714222224703466,0.07067624965597197,0.1474728903415412,0.22264996844952806,0.6175927690819177,-0.38887438127780094,0.8714543745184873,-0.23134968905366096,0.019174002726973383,0.06284657568131677
worker 1,2026-07-27 13:06:51.248,0.5827824440358659,-0.3468643658066389,0.8714222224703466,0.4109835396610159,0.2926592255768635,0.21141603952506866,0.6139350824413349,-0.38887438127780094,0.878135709285449,-0.03661558377451309,0.10323134250360746,0.1389170367122855
worker 1,2026-07-27 13:06:51.251,0.5113163384676216,-0.18550554520833454,0.8714222224703466,0.4109835396610159,0.2926592255768635,0.21141603952506866,0.5919889625978376,-0.3471064038366822,0.8814763766689301,0.13218267216930757,0.17885991889442018,0.1921716165494461
worker 1,2026-07-27 13:06:51.313,0.4577167592914384,-0.08465628233439436,0.8552325940989525,0.6534524837896097,0.42902774666653776,0.02250262250966979,0.5590697828325918,-0.28027763993089233,0.8814763766689301,0.31610120542272774,0.2671546697721229,0.17356142774159336
worker 1,2026-07-27 13:06:51.314,0.4577167592914384,-0.08465628233439436,0.8552325940989525,0.6534524837896097,0.42902774666653776,0.02250262250966979,0.5261506030673457,-0.21344887602510237,0.8814763766689301,0.500019738676148,0.35544942064982565,0.15495123893374058
worker 1,2026-07-27 13:06:51.314,0.4577167592914384,-0.1451658400587585,0.8390429657275584,0.679211855046936,0.45035455297229127,-0.17902030656379572,0.5005467965832656,-0.1716808985839837,0.874795041901968,0.6385774400007697,0.4234782923485043,0.06284657568131677
worker 1,2026-07-27 13:06:51.315,0.4577167592914384,-0.1451658400587585,0.8390429657275584,0.679211855046936,0.45035455297229127,-0.17902030656379572,0.4749429900991854,-0.129912921142865,0.8681137071350059,0.6996504462156998,0.4588975220954805,-0.026682100984709335
worker 1,2026-07-27 13:06:51.424,0.5470493912517438,-0.3468643658066389,0.8066637089847702,0.37506221460492795,0.1987392516534488,-0.2826475692955437,0.48225836338035116,-0.16332730309575996,0.8547510376010816,0.6914715061763437,0.43780258422276896,-0.1399729396313836
worker 1,2026-07-27 13:06:51.425,0.5470493912517438,-0.3468643658066389,0.8066637089847702,0.37506221460492795,0.1987392516534488,-0.2826475692955437,0.5005467965832656,-0.21762567376921424,0.8447290354506388,0.6280847208713323,0.3860785334999416,-0.209945146702717
worker 1,2026-07-27 13:06:51.425,0.618515496819988,-0.4880533338301551,0.8390429657275584,-0.3620339225657193,-0.2444071755266805,-0.502282342961505,0.5334659763485116,-0.3011616286514517,0.8413883680671578,0.3968682383113713,0.23482138071831626,-0.3302805200958666
worker 1,2026-07-27 13:06:51.426,0.618515496819988,-0.5082231864049431,0.8390429657275584,-0.9620618457065573,-0.2706555525183772,-0.819812782969184,0.5663851561137575,-0.3763439880454653,0.8413883680671574,0.023166010855255714,0.07287858255138725,-0.4772168978301843
worker 1,2026-07-27 13:06:51.484,0.5291828648596827,-0.3872040709562149,0.7742844522419823,-0.8294837973087589,0.20489121501087773,-0.9401763071598204,0.5810159026760889,-0.4264655609748077,0.8280256985332335,-0.32034947079770926,0.017746179421178492,-0.6517531318473343
worker 1,2026-07-27 13:06:51.484,0.47558328568349945,-0.30652466065706274,0.7257155671278,-0.17604653559768488,0.5930801028646421,-0.8367783082836736,0.5663851561137574,-0.4181119654865839,0.811322361615828,-0.4458316298225705,0.10631728319677704,-0.7788176130580127
worker 1,2026-07-27 13:06:51.546,0.47558328568349945,-0.30652466065706274,0.7257155671278,-0.17604653559768488,0.5930801028646421,-0.8367783082836736,0.551754409551426,-0.4097583699983602,0.7946190246984227,-0.5713137888474319,0.19488838697237557,-0.905882094268691
worker 1,2026-07-27 13:06:51.547,0.4577167592914384,-0.36703421838142686,0.7257155671278,0.22783204677635688,0.6605466343511125,-0.5077846754959341,0.51883522978618,-0.38469758353368905,0.7712343530140553,-0.4370069839906336,0.39814594337472414,-0.9071438019844776
worker 1,2026-07-27 13:06:51.604,0.38625065372319417,-0.5082231864049431,0.7742844522419823,-0.027398420727426105,0.5204869352469809,0.10503761052610618,0.47128530345860253,-0.38469758353368905,0.7578716834801315,-0.22419311651922424,0.5758408567217127,-0.6950717634226752
worker 1,2026-07-27 13:06:51.604,0.2969180217628889,-0.6897518595780354,0.8066637089847702,-0.6664198875146753,0.2850718041027012,0.7880146363621173,0.42373537713102516,-0.44734954969536705,0.7645530182470934,-0.18706503344583045,0.5938498539012547,-0.29879039835602533
worker 1,2026-07-27 13:06:51.665,0.2969180217628889,-0.6897518595780354,0.8066637089847702,-0.6664198875146753,0.2850718041027012,0.7880146363621173,0.3871585107251963,-0.5267087068334926,0.7812563551644985,-0.29871832674625376,0.5246695117946769,0.07378137588480084
worker 1,2026-07-27 13:06:51.666,0.2433184425867057,-0.7300915647276115,0.8066637089847702,-0.8698952879968579,0.2662057831399192,0.7543128495887392,0.3396085843976189,-0.6144214594598418,0.7979596920819038,-0.4567010106643467,0.45125175858703054,0.438625190366434
worker 1,2026-07-27 13:06:51.667,0.2433184425867057,-0.7300915647276115,0.8066637089847702,-0.8698952879968579,0.2662057831399192,0.7543128495887392,0.2957163447106243,-0.6896038188538556,0.8146630289993091,-0.7066429612091497,0.362680654811432,0.7280293976749918
worker 1,2026-07-27 13:06:51.726,0.18971886341052252,-0.7502614173023995,0.8066637089847702,-0.35352624031559315,0.5717532965588885,-0.06989071129761874,0.2554817916642126,-0.739725391783198,0.8213443637662712,-0.7808991273559374,0.37419535889042294,0.6879176065439417
worker 1,2026-07-27 13:06:51.784,0.13611928423433933,-0.7906011224519757,0.8066637089847702,0.4038938044525775,0.9822943179446447,-1.241199749564212,0.2225626118989667,-0.7606093805037574,0.8213443637662712,-0.5371989994727483,0.5307953343647002,0.22261031519279845
worker 1,2026-07-27 13:06:51.784,0.15398581062640035,-0.6292423018536712,0.8552325940989525,1.1178301399423258,1.2613883889266697,-1.9651576895889395,0.19330111877430367,-0.7480789872714216,0.8313663659167142,-0.13094243830735264,0.7500813588450043,-0.5490816664751976
worker 1,2026-07-27 13:06:51.785,0.15398581062640035,-0.6292423018536712,0.8552325940989525,1.1178301399423258,1.2613883889266697,-1.9651576895889395,0.17501268557138927,-0.7271949985508624,0.8413883680671574,0.3216435134757126,0.973604794426377,-1.3130456883840007
worker 1,2026-07-27 13:06:51.844,0.20758538980258354,-0.42754377610579103,0.8714222224703466,1.3702247133627334,1.0335606792565524,-1.9651576895889395,0.1676973122902235,-0.6645430323891843,0.8547510376010816,0.8316972807984656,1.1459568850807138,-1.9367958689816647
worker 1,2026-07-27 13:06:51.845,0.2611849689787667,-0.2056753977831226,0.8714222224703466,1.0429152712398266,0.4966993435982558,-1.9651576895889395,0.18232805885255504,-0.5517694932981637,0.8681137071350059,1.149653574828442,1.1290993583090712,-1.9367958689816647
worker 1,2026-07-27 13:06:51.908,0.2611849689787667,-0.2056753977831226,0.8714222224703466,1.0429152712398266,0.4966993435982558,-1.9651576895889395,0.20793186533663516,-0.43064235871891965,0.8814763766689301,1.295152613423307,1.0200320812728685,-1.9367958689816647
worker 1,2026-07-27 13:06:51.909,0.49344981207556055,0.5002694423344587,0.8876118508417407,0.9866700385862152,0.14480703955332203,-1.9651576895889395,0.27742791150770985,-0.19674168504865494,0.8881577114358923,1.2652887205164467,0.7692418264324452,-1.9367958689816647
worker 1,2026-07-27 13:06:51.970,0.8865133927009039,1.9524988277191975,0.8390429657275584,1.6802824664784404,0.029765324769401358,-1.9651576895889395,0.42739306377160796,0.33788842619766435,0.8848170440524111,1.3933537027116312,0.4926125756387661,-1.9367958689816647
worker 1,2026-07-27 13:06:51.971,0.8865133927009039,1.9524988277191975,0.8390429657275584,1.6802824664784404,0.029765324769401358,-1.9651576895889395,0.5663851561137574,0.8307505600028648,0.878135709285449,1.4639508693671275,0.2671546697721229,-1.9367958689816647
worker 1,2026-07-27 13:06:51.971,0.9401129718770871,2.5374245523880505,0.6771466820136178,1.8216045216333128,0.11732826989013956,-0.7932181757194431,0.7053772484559069,1.3987950532020792,0.8380477006836764,1.641250918246595,0.18194585958758974,-1.9367958689816647
worker 1,2026-07-27 13:06:52.026,0.9401129718770871,2.5374245523880505,0.6771466820136178,1.8216045216333128,0.11732826989013956,-0.7932181757194431,0.8443693407980564,1.9668395464012935,0.7979596920819038,1.818550967126062,0.09673704940305655,-1.9367958689816647
worker 1,2026-07-27 13:06:52.026,0.332651074547011,0.8431569361058554,0.5800089117852535,0.06925830261428428,0.33756855808609465,1.9768050436183031,0.8114501610328104,2.0378451080511955,0.7344870117957638,1.609665143226186,0.1400323367400626,-0.9527229932172695
worker 1,2026-07-27 13:06:52.084,-0.3105438755671873,-1.456206257419981,0.7904740806133762,-2.0340298092224454,0.761848964303442,1.9768050436183031,0.5663851561137574,1.3319662892962896,0.7244650096453207,0.6976595200219093,0.30446231098805365,0.4844672373733482
worker 1,2026-07-27 13:06:52.085,-0.43560956031161474,-2.18232095011235,0.952370364327317,-2.0340298092224454,0.9433318833475949,1.9768050436183031,0.29571634471062425,0.475722751753356,0.7478496813296881,-0.28004666757746005,0.5096543376756727,1.7512743551779468
worker 1,2026-07-27 13:06:52.158,-0.43560956031161474,-2.18232095011235,0.952370364327317,-2.0340298092224454,0.9433318833475949,1.9768050436183031,0.014074473385742492,-0.5016479203688212,0.8046410268488661,-1.2899305271737709,0.6951792497963751,1.9503678898924655
worker 1,2026-07-27 13:06:52.159,-0.04254597968627132,-1.3553569945460406,0.7580948238705882,-0.5785071709300389,0.23872701347673675,1.8387308865824732,-0.1870982918463159,-1.307769884982412,0.8213443637662712,-1.8364128629612886,0.7224460690554259,1.9503678898924655
worker 1,2026-07-27 13:06:52.160,-0.04254597968627132,-1.3553569945460406,0.7580948238705882,-0.5785071709300389,0.23872701347673675,1.8387308865824732,-0.26390971129855645,-1.7630408390906056,0.8580917049845631,-1.983902827749944,0.7002457195911312,1.9503678898924655
worker 1,2026-07-27 13:06:52.204,0.332651074547011,-0.30652466065706274,0.5800089117852535,0.9923418267529659,-1.0240659983581715,1.0230100883533602,-0.13223299223757265,-1.524963367676229,0.8146630289993092,-1.2285346680625502,0.29911948829540186,1.9503678898924655
worker 1,2026-07-27 13:06:52.205,0.332651074547011,-0.30652466065706274,0.5800089117852535,0.9923418267529659,-1.0240659983581715,1.0230100883533602,0.025047533307491144,-1.136521177473825,0.737827679179245,-0.40746594398006375,-0.14276879543995563,1.9503678898924655
worker 1,2026-07-27 13:06:52.265,0.4219837065073163,0.1573819485630621,0.6609570536422237,0.7529451012146955,-1.4608553967356241,0.5234441469983185,0.20061649205546944,-0.6520126391568486,0.6776956662765861,0.35909444944539676,-0.6827623579283162,1.4290657472589368
worker 1,2026-07-27 13:06:52.266,0.47558328568349945,0.1573819485630621,0.7580948238705882,-0.08813381901304852,-0.9889998072208266,0.5459120048472373,0.30668940463237293,-0.33875280834845833,0.6776956662765861,0.47074774274582,-0.9585164912119919,1.1326170052039037
worker 1,2026-07-27 13:06:52.324,0.4577167592914384,-0.08465628233439436,0.7257155671278,-0.4903581298384546,-0.6022463774837956,1.042497516079463,0.4091046305686936,-0.0756145504694106,0.6710143315096238,0.49081843113187207,-1.1474036969237598,0.9500373844986137
worker 1,2026-07-27 13:06:52.325,0.4577167592914384,-0.08465628233439436,0.7257155671278,-0.4903581298384546,-0.6022463774837956,1.042497516079463,0.4347084370527738,-0.029669775284180053,0.7010803379609535,0.15322191924423068,-1.0526607117618219,0.9545059326586913
worker 1,2026-07-27 13:06:52.325,0.2790514953708278,-0.2661849555074867,0.9199911075845288,-0.3261125975096313,-0.3432487201360384,1.2105479222351514,0.42373537713102516,-0.02131617979595631,0.7712343530140553,-0.14697746548977492,-0.899745441592822,0.9975091373050856
worker 1,2026-07-27 13:06:52.386,0.2790514953708278,-0.2661849555074867,0.9199911075845288,-0.3261125975096313,-0.3432487201360384,1.2105479222351514,0.3944738840063621,-0.10902893242230559,0.8246850311497522,-0.3926685195667546,-0.6487248926708188,1.1550648883139407
worker 1,2026-07-27 13:06:52.386,0.2433184425867057,-0.28635480808227476,1.0818873912984697,0.379316055729991,-0.24563756819816632,0.7222159098045695,0.34692395767878464,-0.20091848279276675,0.8914983788193737,-0.2862346814230258,-0.48176168352544985,1.1954921063739372
worker 1,2026-07-27 13:06:52.445,0.2433184425867057,-0.28635480808227476,1.0818873912984697,0.3821519498133664,-0.3856972673022979,0.14149056356669892,0.30303171799179,-0.24268646023388543,0.9649930612559565,-0.08757253257234486,-0.43312357349579195,0.988887467913877
worker 1,2026-07-27 13:06:52.446,0.4577167592914384,-0.36703421838142686,1.0009392494414993,0.3821519498133664,-0.3856972673022979,0.14149056356669892,0.3030317179917901,-0.3011616286514516,1.0217844067751343,0.11108961627833602,-0.38448546346613416,0.7822828294538168
worker 1,2026-07-27 13:06:52.446,0.618515496819988,-0.3872040709562149,0.8228533373561644,-0.4066992543788813,-0.5647194010034793,0.13438338404306135,0.37252776416286476,-0.3262224151161228,1.0017404024742482,0.09274081000583269,-0.4342289850873751,0.5355138287078823
worker 1,2026-07-27 13:06:52.504,0.618515496819988,-0.3872040709562149,0.8228533373561644,-0.4066992543788813,-0.5647194010034793,0.13438338404306135,0.44202381033393956,-0.35128320158079396,0.9816963981733615,0.07439200373332944,-0.48397250670861613,0.28874482796194756
worker 1,2026-07-27 13:06:52.506,0.5649159176438049,-0.2661849555074867,0.7904740806133762,-0.6059208137360008,-0.4847438773569034,0.47736211202247486,0.5078621698644313,-0.3471064038366822,0.9215643852707028,-0.14993695037243673,-0.5376770865330299,0.23259883460944267
worker 1,2026-07-27 13:06:52.564,0.43985023289937736,-0.10482613490918238,0.8552325940989525,-0.08813381901304852,-0.22800193990687007,0.724967076071784,0.5480967229108431,-0.30951522413967536,0.874795041901968,-0.2570164943087463,-0.5022578567860538,0.3663924236376496
worker 1,2026-07-27 13:06:52.624,0.43985023289937736,-0.10482613490918238,0.8552325940989525,-0.08813381901304852,-0.22800193990687007,0.724967076071784,0.5444390362702602,-0.25521685346622097,0.8447290354506385,-0.36409603824505593,-0.46683862703907747,0.5001860126658566
worker 1,2026-07-27 13:06:52.625,0.36838412733113307,-0.003976872035242196,0.8714222224703466,0.5523055948158884,0.008438518463647791,0.7948925520301539,0.49323142330209985,-0.1758576963280955,0.8547510376010816,-0.1457398627206618,-0.3381042354359584,0.6516435097150763
worker 1,2026-07-27 13:06:52.625,0.3505176009390721,-0.02414672461003025,0.8390429657275584,0.7961924859861697,0.1210194479045969,0.6046035518811476,0.4383661236933567,-0.10067533693408184,0.8580917049845628,0.12814701096567777,-0.1840835536753752,0.7594669482600086
worker 1,2026-07-27 13:06:52.626,0.3505176009390721,-0.02414672461003025,0.8390429657275584,0.7961924859861697,0.1210194479045969,0.6046035518811476,0.3944738840063621,-0.05055376400473942,0.8681137071350062,0.44739471658081587,-0.04802581027801791,0.7886439391875744
worker 1,2026-07-27 13:06:52.688,0.40411718011525527,-0.0644864297596063,0.8390429657275584,0.634546523233774,0.07857090073833739,0.29532661067511234,0.3871585107251963,-0.042200168516515674,0.8647730397515249,0.6119420760568132,0.020832120114348082,0.6901255950465685
worker 1,2026-07-27 13:06:52.689,0.40411718011525527,-0.0644864297596063,0.8390429657275584,0.634546523233774,0.07857090073833739,0.29532661067511234,0.37984313744403053,-0.03384657302829193,0.8614323723680438,0.7764894355328105,0.08969005050671408,0.5916072509055625
worker 1,2026-07-27 13:06:52.689,0.47558328568349945,-0.08465628233439436,0.8876118508417407,0.2984930743537931,-0.03524042137409749,0.10091086112528437,0.40178925728752785,-0.05055376400473942,0.8647730397515249,0.7186987670968322,0.07987952263141378,0.43247436525197425
worker 1,2026-07-27 13:06:52.744,0.47558328568349945,-0.08465628233439436,0.8876118508417407,0.2984930743537931,-0.03524042137409749,0.10091086112528437,0.427393063771608,-0.06308415723707501,0.874795041901968,0.6053774004989088,0.044782704598649296,0.31697553810267337
worker 1,2026-07-27 13:06:52.745,0.5113163384676216,-0.10482613490918238,0.8876118508417407,0.0562604547321472,-0.0879422408027385,0.09655484786886134,0.4603122435368539,-0.07979134821352248,0.8848170440524111,0.4369019974513785,-0.0021512292273178956,0.20047785901170806
worker 1,2026-07-27 13:06:52.804,0.5113163384676216,-0.10482613490918238,0.8876118508417407,0.0562604547321472,-0.0879422408027385,0.09655484786886134,0.48225836338035116,-0.08814494370174622,0.8948390462028547,0.30523182458095155,-0.03955098807588057,0.15489866777891614
