Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AccX_smooth,AccY_smooth,AccZ_smooth,GyroX_smooth,GyroY_smooth,GyroZ_smooth
2026-07-22 23:49:40.130,0.19,-0.56,0.5,219.54,-106.81,-167.05,0.19,-0.56,0.5,219.54,-106.81,-167.05
2026-07-22 23:49:40.173,0.13,-0.54,0.42,159.18,-141.54,129.82,0.16,-0.55,0.45999999999999996,189.36,-124.175,-18.61500000000001
2026-07-22 23:49:40.181,0.13,-0.54,0.42,159.18,-141.54,129.82,0.15,-0.5466666666666667,0.4466666666666666,179.29999999999998,-129.96333333333334,30.863333333333326
2026-07-22 23:49:40.211,0.1,-0.39,0.26,178.04,-151.18,192.69,0.1375,-0.5075000000000001,0.4,178.985,-135.26749999999998,71.32
2026-07-22 23:49:40.242,0.19,-0.25,0.3,219.24,-103.27,70.68,0.148,-0.45600000000000007,0.38,187.036,-128.868,71.192
2026-07-22 23:49:40.257,0.19,-0.25,0.3,219.24,-103.27,70.68,0.14800000000000002,-0.394,0.33999999999999997,186.97600000000003,-128.16,118.73800000000001
2026-07-22 23:49:40.277,0.43,-0.54,0.64,136.96,-68.42,-85.51,0.20800000000000002,-0.394,0.384,182.53199999999998,-113.53599999999999,75.672
2026-07-22 23:49:40.317,0.43,-0.54,0.64,136.96,-68.42,-85.51,0.26799999999999996,-0.394,0.42800000000000005,178.08800000000002,-98.912,32.606
2026-07-22 23:49:40.326,0.69,-1.15,0.92,-85.82,-58.72,-175.6,0.386,-0.546,0.5599999999999999,125.31600000000003,-80.42,-41.052
2026-07-22 23:49:40.399,0.55,-1.5,1.06,-164.67,45.9,-129.21,0.458,-0.796,0.712,48.534000000000006,-50.586,-81.03
2026-07-22 23:49:40.414,0.17,-1.26,1.42,33.14,153.69,-30.21,0.454,-0.998,0.9359999999999999,11.314000000000007,0.8060000000000003,-101.208
2026-07-22 23:49:40.430,0.17,-1.26,1.42,33.14,153.69,-30.21,0.40199999999999997,-1.142,1.092,-9.449999999999994,45.227999999999994,-90.148
2026-07-22 23:49:40.451,0.04,-0.88,1.67,167.18,109.56,8.18,0.324,-1.21,1.298,-3.4059999999999944,80.824,-71.41
2026-07-22 23:49:40.480,0.03,-0.98,1.69,52.12,30.7,35.52,0.192,-1.1760000000000002,1.452,24.182000000000006,98.708,-29.186
2026-07-22 23:49:40.496,0.03,-0.98,1.69,52.12,30.7,35.52,0.088,-1.072,1.5779999999999998,67.54,95.66799999999999,3.7600000000000007
2026-07-22 23:49:40.548,-0.01,-1.25,1.83,-57.98,30.58,106.69,0.05200000000000001,-1.0699999999999998,1.6600000000000001,49.315999999999995,71.046,31.139999999999997
2026-07-22 23:49:40.574,0.24,-1.07,2.0,-3.97,70.86,228.27,0.06599999999999999,-1.032,1.7759999999999998,41.894,54.48,82.83600000000001
2026-07-22 23:49:40.620,0.77,-0.39,1.92,60.3,133.79,349.3,0.21200000000000002,-0.9339999999999999,1.8259999999999998,20.518,59.326,151.06
2026-07-22 23:49:40.646,1.09,0.35,1.46,33.87,242.55,391.24,0.42400000000000004,-0.6679999999999999,1.78,16.868000000000002,101.696,222.204
2026-07-22 23:49:40.653,1.09,0.35,1.46,33.87,242.55,391.24,0.6360000000000001,-0.402,1.734,13.218,144.066,293.348
2026-07-22 23:49:40.693,1.0,0.78,0.82,1.65,343.14,323.97,0.8380000000000001,0.003999999999999981,1.532,25.144,206.57799999999997,336.804
2026-07-22 23:49:40.719,1.0,0.78,0.82,1.65,343.14,323.97,0.99,0.374,1.2959999999999998,26.268,261.034,355.944
2026-07-22 23:49:40.721,1.0,0.78,0.82,1.65,343.14,323.97,1.036,0.608,1.076,14.537999999999997,302.904,350.87800000000004
2026-07-22 23:49:40.746,1.0,0.78,0.82,1.65,343.14,323.97,1.018,0.6940000000000001,0.9480000000000001,8.094,323.02200000000005,337.42400000000004
2026-07-22 23:49:40.760,0.37,0.67,-0.13,31.56,386.41,1.46,0.874,0.758,0.63,7.632,351.794,259.468
2026-07-22 23:49:40.805,0.15,0.31,-0.3,24.41,341.8,-150.39,0.704,0.664,0.40599999999999997,12.184000000000001,351.526,164.59600000000003
2026-07-22 23:49:40.826,0.15,0.31,-0.3,24.41,341.8,-150.39,0.534,0.5700000000000001,0.182,16.736,351.25800000000004,69.72400000000002
2026-07-22 23:49:40.843,0.02,-0.14,-0.34,32.59,251.83,-232.54,0.33799999999999997,0.386,-0.05000000000000001,22.924,332.996,-41.57799999999999
2026-07-22 23:49:40.872,0.02,-0.14,-0.34,32.59,251.83,-232.54,0.142,0.202,-0.28200000000000003,29.112000000000002,314.73400000000004,-152.87999999999997
