Sample,Timestamp,Elapsed_s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0,2026-08-03 13:23:11.086,0.0,-0.11,-0.11,0.79,42.79,71.47,-122.44
1,2026-08-03 13:23:11.116,0.03,-0.27,-0.02,0.88,136.6,131.71,-76.42
2,2026-08-03 13:23:11.145,0.059,-0.4,0.06,1.08,175.54,132.93,-41.08
3,2026-08-03 13:23:11.160,0.074,-0.4,0.06,1.08,175.54,132.93,-41.08
4,2026-08-03 13:23:11.189,0.103,-0.46,0.13,1.11,96.68,62.56,-29.97
5,2026-08-03 13:23:11.212,0.126,-0.46,0.13,1.11,96.68,62.56,-29.97
6,2026-08-03 13:23:11.235,0.149,-0.44,0.13,0.93,-10.13,9.4,-37.84
7,2026-08-03 13:23:11.268,0.182,-0.44,0.13,0.93,-44.74,5.25,-40.28
8,2026-08-03 13:23:11.281,0.195,-0.38,0.04,0.74,-44.74,5.25,-40.28
9,2026-08-03 13:23:11.310,0.224,-0.32,-0.08,0.68,-28.32,11.35,-33.2
10,2026-08-03 13:23:11.325,0.239,-0.32,-0.08,0.68,-28.32,11.35,-33.2
11,2026-08-03 13:23:11.355,0.269,-0.23,-0.17,0.7,-8.79,3.72,-20.26
12,2026-08-03 13:23:11.375,0.289,-0.23,-0.17,0.7,-8.79,3.72,-20.26
13,2026-08-03 13:23:11.420,0.334,-0.1,-0.21,0.77,-5.8,-24.17,1.28
14,2026-08-03 13:23:11.447,0.361,0.07,-0.21,0.89,-23.32,-64.33,24.84
15,2026-08-03 13:23:11.476,0.39,0.18,-0.14,0.98,-44.8,-99.06,41.26
16,2026-08-03 13:23:11.493,0.407,0.18,-0.14,0.98,-44.8,-99.06,41.26
17,2026-08-03 13:23:11.532,0.446,0.24,-0.12,0.99,-48.89,-118.16,43.33
18,2026-08-03 13:23:11.550,0.464,0.24,-0.12,0.99,-48.89,-118.16,43.33
19,2026-08-03 13:23:11.568,0.482,0.28,-0.19,0.94,-51.45,-113.65,41.75
20,2026-08-03 13:23:11.595,0.509,0.28,-0.19,0.94,-72.45,-106.87,88.87
21,2026-08-03 13:23:11.612,0.526,0.37,-0.25,0.95,-72.45,-106.87,88.87
22,2026-08-03 13:23:11.640,0.554,0.43,-0.26,1.05,-38.02,-102.42,149.66
23,2026-08-03 13:23:11.655,0.569,0.43,-0.26,1.05,-38.02,-102.42,149.66
24,2026-08-03 13:23:11.702,0.616,0.29,-0.26,1.13,45.84,-65.06,149.6
25,2026-08-03 13:23:11.730,0.644,0.06,-0.2,1.24,94.73,5.74,108.15
26,2026-08-03 13:23:11.748,0.662,-0.07,-0.06,1.46,92.22,79.22,58.04
27,2026-08-03 13:23:11.776,0.69,-0.07,-0.06,1.46,92.22,79.22,58.04
28,2026-08-03 13:23:11.805,0.719,-0.06,0.04,1.56,45.17,100.22,26.0
29,2026-08-03 13:23:11.820,0.734,-0.06,0.04,1.56,45.17,100.22,26.0
30,2026-08-03 13:23:11.851,0.765,-0.06,0.08,1.37,-11.84,52.19,24.54
31,2026-08-03 13:23:11.865,0.779,-0.06,0.08,1.37,-73.18,-4.7,38.21
32,2026-08-03 13:23:11.895,0.809,-0.08,0.07,1.09,-73.18,-4.7,38.21
33,2026-08-03 13:23:11.911,0.825,-0.02,-0.06,0.94,-173.77,-25.33,53.41
34,2026-08-03 13:23:11.940,0.854,-0.02,-0.06,0.94,-173.77,-25.33,53.41
35,2026-08-03 13:23:11.955,0.869,0.04,-0.19,0.85,-233.89,-18.07,51.39
36,2026-08-03 13:23:11.985,0.899,0.04,-0.19,0.85,-233.89,-18.07,51.39
37,2026-08-03 13:23:12.009,0.923,0.02,-0.18,0.69,-175.72,-11.47,26.31
38,2026-08-03 13:23:12.031,0.945,-0.02,-0.16,0.55,-94.06,-14.1,4.88
39,2026-08-03 13:23:12.045,0.959,-0.02,-0.16,0.55,-94.06,-14.1,4.88
40,2026-08-03 13:23:12.075,0.989,-0.04,-0.18,0.55,-53.34,-10.19,-8.18
41,2026-08-03 13:23:12.090,1.004,-0.04,-0.18,0.55,-53.34,-10.19,-8.18
42,2026-08-03 13:23:12.121,1.035,-0.05,-0.18,0.6,-32.17,0.12,-20.32
43,2026-08-03 13:23:12.158,1.072,-0.07,-0.2,0.68,-34.85,11.9,-25.51
44,2026-08-03 13:23:12.181,1.095,-0.07,-0.2,0.68,-34.85,11.9,-25.51
45,2026-08-03 13:23:12.196,1.11,-0.07,-0.36,0.78,-71.59,29.97,-38.51
46,2026-08-03 13:23:12.227,1.141,-0.07,-0.36,0.78,-71.59,29.97,-38.51
47,2026-08-03 13:23:12.241,1.155,-0.04,-0.57,0.87,-75.99,57.86,-62.44
48,2026-08-03 13:23:12.270,1.184,-0.09,-0.71,1.06,7.63,95.64,-65.73
49,2026-08-03 13:23:12.310,1.224,-0.09,-0.71,1.06,7.63,95.64,-65.73
50,2026-08-03 13:23:12.315,1.229,-0.13,-0.82,1.28,101.99,128.48,-51.7
51,2026-08-03 13:23:12.346,1.26,-0.13,-0.82,1.28,101.99,128.48,-51.7
52,2026-08-03 13:23:12.390,1.304,-0.13,-0.8,1.3,155.27,128.36,-51.7
53,2026-08-03 13:23:12.392,1.306,-0.13,-0.8,1.3,155.27,128.36,-51.7
54,2026-08-03 13:23:12.456,1.37,-0.17,-0.59,1.13,217.35,95.09,-58.72
55,2026-08-03 13:23:12.456,1.37,-0.27,-0.3,0.93,293.21,57.92,-48.4
56,2026-08-03 13:23:12.457,1.371,-0.27,-0.3,0.93,293.21,57.92,-48.4
57,2026-08-03 13:23:12.510,1.424,-0.31,-0.03,0.83,341.13,23.74,-35.83
58,2026-08-03 13:23:12.511,1.425,-0.31,-0.03,0.83,341.13,23.74,-35.83
59,2026-08-03 13:23:12.570,1.484,-0.22,0.18,0.71,338.56,-19.84,-41.44
60,2026-08-03 13:23:12.571,1.485,-0.22,0.18,0.71,338.56,-19.84,-41.44
61,2026-08-03 13:23:12.571,1.485,-0.04,0.31,0.59,269.78,-56.52,-63.84
62,2026-08-03 13:23:12.690,1.604,0.09,0.35,0.54,162.05,-60.67,-77.09
63,2026-08-03 13:23:12.691,1.605,0.09,0.35,0.54,162.05,-60.67,-77.09
64,2026-08-03 13:23:12.691,1.605,0.13,0.36,0.58,82.64,-43.09,-63.35
65,2026-08-03 13:23:12.692,1.606,0.13,0.36,0.58,82.64,-43.09,-63.35
66,2026-08-03 13:23:12.692,1.606,0.13,0.42,0.65,51.7,-28.08,-40.53
67,2026-08-03 13:23:12.752,1.666,0.13,0.42,0.65,51.7,-28.08,-40.53
68,2026-08-03 13:23:12.753,1.667,0.15,0.55,0.74,43.46,-22.52,-26.67
69,2026-08-03 13:23:12.753,1.667,0.16,0.77,0.84,33.39,-19.78,-21.06
70,2026-08-03 13:23:12.811,1.725,0.16,0.77,0.84,33.39,-19.78,-21.06
71,2026-08-03 13:23:12.811,1.725,0.15,0.97,0.94,16.85,-9.64,-9.89
72,2026-08-03 13:23:12.879,1.793,0.15,0.97,0.94,16.85,-9.64,-9.89
73,2026-08-03 13:23:12.879,1.793,0.08,1.01,1.01,-3.11,13.37,17.52
74,2026-08-03 13:23:12.930,1.844,-0.05,0.92,1.06,-20.45,39.55,57.19
75,2026-08-03 13:23:12.931,1.845,-0.05,0.92,1.06,-20.45,39.55,57.19
76,2026-08-03 13:23:12.932,1.846,-0.2,0.86,1.12,-37.11,46.39,94.48
77,2026-08-03 13:23:12.991,1.905,-0.27,0.84,1.12,-48.52,27.34,115.05
78,2026-08-03 13:23:13.056,1.97,-0.29,0.81,1.04,-66.77,8.42,104.0
79,2026-08-03 13:23:13.057,1.971,-0.29,0.81,1.04,-66.77,8.42,104.0
80,2026-08-03 13:23:13.057,1.971,-0.39,0.73,1.02,-119.51,4.39,59.08
81,2026-08-03 13:23:13.111,2.025,-0.39,0.73,1.02,-119.51,4.39,59.08
82,2026-08-03 13:23:13.112,2.026,-0.53,0.63,1.02,-178.22,-7.69,-0.24
83,2026-08-03 13:23:13.112,2.026,-0.53,0.63,1.02,-194.27,-43.33,-50.29
84,2026-08-03 13:23:13.186,2.1,-0.52,0.53,0.86,-194.27,-43.33,-50.29
85,2026-08-03 13:23:13.186,2.1,-0.36,0.42,0.57,-165.1,-84.23,-77.09
86,2026-08-03 13:23:13.232,2.146,-0.36,0.42,0.57,-165.1,-84.23,-77.09
87,2026-08-03 13:23:13.233,2.147,-0.16,0.3,0.34,-114.62,-100.95,-82.95
88,2026-08-03 13:23:13.291,2.205,-0.01,0.2,0.29,-72.63,-81.97,-80.99
89,2026-08-03 13:23:13.352,2.266,0.04,0.12,0.4,-51.94,-42.42,-75.87
90,2026-08-03 13:23:13.353,2.267,-0.01,0.0,0.57,-40.1,-2.38,-65.25
91,2026-08-03 13:23:13.354,2.268,-0.01,0.0,0.57,-40.1,-2.38,-65.25
92,2026-08-03 13:23:13.483,2.397,-0.13,-0.11,0.73,-24.84,34.79,-60.42
93,2026-08-03 13:23:13.483,2.397,-0.26,-0.1,0.94,-6.65,70.98,-77.58
94,2026-08-03 13:23:13.484,2.398,-0.26,-0.1,0.94,-6.65,70.98,-77.58
95,2026-08-03 13:23:13.531,2.445,-0.31,0.03,1.2,8.61,96.25,-112.18
96,2026-08-03 13:23:13.531,2.445,-0.3,0.19,1.46,15.93,105.71,-143.8
97,2026-08-03 13:23:13.532,2.446,-0.3,0.19,1.46,15.93,105.71,-143.8
98,2026-08-03 13:23:13.532,2.446,-0.33,0.25,1.68,6.96,101.56,-159.73
99,2026-08-03 13:23:13.593,2.507,-0.33,0.25,1.68,6.96,101.56,-159.73
100,2026-08-03 13:23:13.593,2.507,-0.33,0.22,1.63,-8.79,73.55,-163.27
101,2026-08-03 13:23:13.594,2.508,-0.33,0.22,1.63,-8.79,73.55,-163.27
102,2026-08-03 13:23:13.655,2.569,-0.22,0.14,1.19,-15.99,23.01,-157.9
103,2026-08-03 13:23:13.655,2.569,-0.12,0.02,0.75,-23.19,-18.86,-148.32
104,2026-08-03 13:23:13.711,2.625,-0.12,0.02,0.75,-23.19,-18.86,-148.32
105,2026-08-03 13:23:13.711,2.625,-0.08,-0.04,0.63,-30.76,-30.33,-146.91
106,2026-08-03 13:23:13.770,2.684,-0.01,0.01,0.74,-16.6,-27.83,-151.92
107,2026-08-03 13:23:13.771,2.685,0.06,0.04,0.82,9.34,-30.58,-145.14
108,2026-08-03 13:23:13.837,2.751,0.12,-0.02,0.79,12.57,-32.71,-120.36
109,2026-08-03 13:23:13.838,2.752,0.12,-0.02,0.79,12.57,-32.71,-120.36
110,2026-08-03 13:23:13.891,2.805,0.14,-0.15,0.73,-4.52,-25.88,-88.56
111,2026-08-03 13:23:13.892,2.806,0.14,-0.15,0.73,-4.52,-25.88,-88.56
112,2026-08-03 13:23:13.893,2.807,0.15,-0.28,0.77,-16.48,-15.5,-60.97
113,2026-08-03 13:23:13.952,2.866,0.15,-0.28,0.77,-16.48,-15.5,-60.97
114,2026-08-03 13:23:13.952,2.866,0.18,-0.39,0.9,-14.71,-12.88,-43.03
115,2026-08-03 13:23:13.953,2.867,0.18,-0.39,0.9,-14.71,-12.88,-43.03
116,2026-08-03 13:23:14.010,2.924,0.28,-0.41,1.01,-8.36,-17.52,-34.67
117,2026-08-03 13:23:14.011,2.925,0.36,-0.34,1.19,-9.77,-15.93,-27.59
118,2026-08-03 13:23:14.077,2.991,0.36,-0.34,1.19,-9.77,-15.93,-27.59
119,2026-08-03 13:23:14.077,2.991,0.29,-0.21,1.51,-17.27,2.01,-19.78
120,2026-08-03 13:23:14.078,2.992,0.29,-0.21,1.51,-17.27,2.01,-19.78
121,2026-08-03 13:23:14.131,3.045,0.1,-0.06,1.6,-6.77,19.53,-15.62
122,2026-08-03 13:23:14.132,3.046,0.1,-0.06,1.6,-6.77,19.53,-15.62
123,2026-08-03 13:23:14.197,3.111,0.03,0.01,1.22,18.86,5.98,-0.31
124,2026-08-03 13:23:14.197,3.111,0.09,0.01,0.82,20.94,-22.83,27.34
125,2026-08-03 13:23:14.198,3.112,0.09,0.01,0.82,20.94,-22.83,27.34
126,2026-08-03 13:23:14.250,3.164,0.1,-0.02,0.77,-7.63,-28.87,46.08
127,2026-08-03 13:23:14.254,3.168,0.1,-0.02,0.77,-7.63,-28.87,46.08
128,2026-08-03 13:23:14.370,3.284,0.06,-0.04,0.92,-36.19,-15.38,50.29
129,2026-08-03 13:23:14.371,3.285,0.06,-0.04,0.92,-39.43,-7.87,46.39
130,2026-08-03 13:23:14.371,3.285,0.03,-0.06,0.94,-39.43,-7.87,46.39
131,2026-08-03 13:23:14.372,3.286,0.06,-0.09,0.77,-23.8,-12.63,44.74
132,2026-08-03 13:23:14.373,3.287,0.06,-0.09,0.77,-23.8,-12.63,44.74
133,2026-08-03 13:23:14.374,3.288,0.09,-0.16,0.57,-10.5,-16.48,53.16
134,2026-08-03 13:23:14.497,3.411,0.09,-0.16,0.57,-10.5,-16.48,53.16
135,2026-08-03 13:23:14.498,3.412,0.11,-0.25,0.51,-3.23,-10.19,68.42
136,2026-08-03 13:23:14.499,3.413,0.08,-0.27,0.72,3.42,10.56,76.9
137,2026-08-03 13:23:14.501,3.415,0.03,-0.21,1.09,7.02,38.76,70.98
138,2026-08-03 13:23:14.554,3.468,0.03,-0.21,1.09,7.02,38.76,70.98
139,2026-08-03 13:23:14.554,3.468,0.01,-0.15,1.3,16.3,51.76,58.96
140,2026-08-03 13:23:14.555,3.469,0.01,-0.15,1.3,16.3,51.76,58.96
141,2026-08-03 13:23:14.670,3.584,0.01,-0.13,1.29,30.52,43.76,50.72
142,2026-08-03 13:23:14.671,3.585,0.01,-0.13,1.29,30.52,43.76,50.72
143,2026-08-03 13:23:14.671,3.585,-0.04,-0.1,1.32,33.63,32.23,43.4
144,2026-08-03 13:23:14.730,3.644,-0.04,-0.1,1.32,33.63,32.23,43.4
145,2026-08-03 13:23:14.731,3.645,-0.04,-0.1,1.32,33.63,32.23,43.4
146,2026-08-03 13:23:14.731,3.645,-0.16,0.03,1.13,10.25,0.55,24.11
147,2026-08-03 13:23:14.732,3.646,-0.16,0.03,1.13,10.25,0.55,24.11
148,2026-08-03 13:23:14.857,3.771,-0.11,-0.0,0.74,-3.3,-28.87,42.05
149,2026-08-03 13:23:14.857,3.771,-0.06,-0.09,0.54,-13.12,-37.35,68.24
150,2026-08-03 13:23:14.858,3.772,-0.06,-0.09,0.54,-13.12,-37.35,68.24
151,2026-08-03 13:23:14.859,3.773,-0.03,-0.12,0.65,-9.16,-20.14,78.12
152,2026-08-03 13:23:14.910,3.824,-0.0,-0.02,0.87,15.32,-1.59,71.11
153,2026-08-03 13:23:14.911,3.825,-0.0,-0.02,0.87,15.32,-1.59,71.11
154,2026-08-03 13:23:14.911,3.825,0.03,0.09,0.98,41.69,1.89,66.89
155,2026-08-03 13:23:14.971,3.885,0.03,0.09,0.98,50.05,-2.56,78.0
156,2026-08-03 13:23:14.971,3.885,0.01,0.1,0.94,50.05,-2.56,78.0
157,2026-08-03 13:23:14.971,3.885,-0.04,0.03,0.87,49.01,-4.82,95.03
158,2026-08-03 13:23:15.031,3.945,-0.04,0.03,0.87,49.01,-4.82,95.03
159,2026-08-03 13:23:15.031,3.945,-0.06,0.01,0.83,51.15,-3.54,103.64
160,2026-08-03 13:23:15.032,3.946,-0.06,0.01,0.83,51.15,-3.54,103.64
161,2026-08-03 13:23:15.091,4.005,-0.09,0.05,0.89,49.93,4.33,103.21
162,2026-08-03 13:23:15.092,4.006,-0.09,0.05,0.89,49.93,4.33,103.21
163,2026-08-03 13:23:15.152,4.066,-0.16,0.11,1.01,34.3,16.85,100.16
164,2026-08-03 13:23:15.153,4.067,-0.28,0.12,1.09,8.61,21.97,98.33
165,2026-08-03 13:23:15.210,4.124,-0.36,0.05,1.06,-10.99,13.12,94.42
166,2026-08-03 13:23:15.211,4.125,-0.36,0.05,1.06,-10.99,13.12,94.42
167,2026-08-03 13:23:15.270,4.184,-0.36,-0.02,0.95,-14.59,-6.35,82.09
168,2026-08-03 13:23:15.272,4.186,-0.36,-0.02,0.95,-14.59,-6.35,82.09
169,2026-08-03 13:23:15.272,4.186,-0.28,-0.06,0.85,-2.32,-28.08,63.05
170,2026-08-03 13:23:15.331,4.245,-0.19,-0.03,0.82,23.86,-42.05,44.13
171,2026-08-03 13:23:15.332,4.246,-0.19,-0.03,0.82,23.86,-42.05,44.13
172,2026-08-03 13:23:15.332,4.246,-0.1,0.16,0.94,60.85,-39.55,29.66
173,2026-08-03 13:23:15.396,4.31,-0.1,0.16,0.94,60.85,-39.55,29.66
174,2026-08-03 13:23:15.451,4.365,-0.03,0.51,1.13,95.76,-23.07,31.07
175,2026-08-03 13:23:15.453,4.367,-0.03,0.78,1.21,110.84,-2.5,63.78
176,2026-08-03 13:23:15.691,4.605,-0.2,0.78,1.23,90.09,24.96,113.22
177,2026-08-03 13:23:15.694,4.608,-0.4,0.52,1.28,37.29,54.2,132.57
178,2026-08-03 13:23:15.695,4.609,-0.42,0.29,1.2,-9.83,54.69,90.03
179,2026-08-03 13:23:15.695,4.609,-0.31,0.27,1.0,-34.3,19.17,1.77
180,2026-08-03 13:23:15.696,4.61,-0.24,0.36,0.8,-51.7,-23.13,-87.04
181,2026-08-03 13:23:15.696,4.61,-0.24,0.36,0.8,-59.88,-51.57,-151.06
182,2026-08-03 13:23:15.696,4.61,-0.22,0.45,0.66,-59.88,-51.57,-151.06
183,2026-08-03 13:23:15.696,4.61,-0.17,0.52,0.59,-52.86,-63.6,-190.73
184,2026-08-03 13:23:15.751,4.665,-0.17,0.52,0.59,-52.86,-63.6,-190.73
185,2026-08-03 13:23:15.752,4.666,-0.12,0.55,0.63,-40.89,-58.96,-211.12
186,2026-08-03 13:23:15.813,4.727,-0.12,0.55,0.63,-40.89,-58.96,-211.12
187,2026-08-03 13:23:15.813,4.727,-0.06,0.57,0.74,-28.93,-46.26,-220.28
188,2026-08-03 13:23:15.814,4.728,-0.06,0.57,0.74,-16.6,-36.68,-221.25
189,2026-08-03 13:23:15.876,4.79,0.01,0.59,0.86,-16.6,-36.68,-221.25
190,2026-08-03 13:23:15.877,4.791,0.06,0.56,0.96,-8.67,-32.29,-211.06
191,2026-08-03 13:23:15.931,4.845,0.06,0.56,0.96,-8.67,-32.29,-211.06
192,2026-08-03 13:23:15.943,4.857,0.07,0.49,0.99,-6.04,-33.02,-192.2
193,2026-08-03 13:23:16.111,5.025,0.07,0.4,0.95,-6.96,-36.93,-173.4
194,2026-08-03 13:23:16.112,5.026,0.07,0.4,0.95,-8.73,-38.39,-159.67
195,2026-08-03 13:23:16.113,5.027,0.08,0.33,0.9,-8.73,-38.39,-159.67
196,2026-08-03 13:23:16.113,5.027,0.1,0.28,0.85,-6.23,-35.28,-149.23
197,2026-08-03 13:23:16.114,5.028,0.13,0.24,0.81,1.46,-29.17,-138.43
198,2026-08-03 13:23:16.115,5.029,0.17,0.22,0.81,6.84,-20.81,-126.83
199,2026-08-03 13:23:16.172,5.086,0.17,0.22,0.81,6.84,-20.81,-126.83
200,2026-08-03 13:23:16.172,5.086,0.19,0.21,0.86,-1.59,-6.35,-115.36
201,2026-08-03 13:23:16.239,5.153,0.14,0.19,0.99,-15.81,16.05,-105.65
202,2026-08-03 13:23:16.241,5.155,0.14,0.19,0.99,-15.81,16.05,-105.65
203,2026-08-03 13:23:16.242,5.156,0.01,0.22,1.29,-16.54,38.88,-104.43
204,2026-08-03 13:23:16.291,5.205,0.01,0.22,1.29,-16.54,38.88,-104.43
205,2026-08-03 13:23:16.292,5.206,-0.17,0.34,1.6,-14.1,45.41,-117.68
206,2026-08-03 13:23:16.351,5.265,-0.24,0.44,1.56,-9.64,17.76,-129.94
207,2026-08-03 13:23:16.353,5.267,-0.24,0.44,1.56,-9.64,17.76,-129.94
208,2026-08-03 13:23:16.353,5.267,-0.16,0.37,1.1,-0.79,-31.13,-118.65
209,2026-08-03 13:23:16.412,5.326,-0.16,0.37,1.1,-0.79,-31.13,-118.65
210,2026-08-03 13:23:16.414,5.328,-0.08,0.14,0.65,-10.68,-56.7,-91.25
211,2026-08-03 13:23:16.471,5.385,-0.07,-0.07,0.54,-29.3,-45.96,-76.66
212,2026-08-03 13:23:16.474,5.388,-0.01,-0.09,0.66,-22.34,-32.17,-84.96
213,2026-08-03 13:23:16.531,5.445,0.18,0.01,0.73,8.06,-35.77,-92.83
214,2026-08-03 13:23:16.533,5.447,0.18,0.01,0.73,8.06,-35.77,-92.83
215,2026-08-03 13:23:16.591,5.505,0.35,0.04,0.73,29.48,-41.32,-74.89
216,2026-08-03 13:23:16.592,5.506,0.43,-0.0,0.74,30.21,-35.46,-36.38
217,2026-08-03 13:23:16.651,5.565,0.43,-0.0,0.74,30.21,-35.46,-36.38
218,2026-08-03 13:23:16.653,5.567,0.43,0.01,0.83,23.86,-22.64,1.59
219,2026-08-03 13:23:16.771,5.685,0.43,0.01,0.83,23.86,-22.64,1.59
220,2026-08-03 13:23:16.772,5.686,0.43,0.01,0.83,23.86,-22.64,1.59
221,2026-08-03 13:23:16.773,5.687,0.37,0.23,1.13,19.84,-7.32,60.55
222,2026-08-03 13:23:16.773,5.687,0.31,0.32,1.29,16.66,-5.98,89.84
223,2026-08-03 13:23:16.891,5.805,0.22,0.36,1.47,11.47,-5.37,113.59
224,2026-08-03 13:23:16.892,5.806,0.22,0.36,1.47,11.47,-5.37,113.59
225,2026-08-03 13:23:16.893,5.807,0.12,0.41,1.49,7.87,-5.25,125.79
226,2026-08-03 13:23:16.893,5.807,0.06,0.38,1.26,-5.07,0.12,128.54
227,2026-08-03 13:23:16.894,5.808,0.06,0.38,1.26,-5.07,0.12,128.54
228,2026-08-03 13:23:16.951,5.865,0.05,0.25,0.91,-24.6,8.12,128.6
229,2026-08-03 13:23:16.951,5.865,0.04,0.13,0.76,-44.68,18.01,122.19
230,2026-08-03 13:23:17.014,5.928,0.04,0.13,0.76,-44.68,18.01,122.19
231,2026-08-03 13:23:17.014,5.928,0.01,0.06,0.86,-66.41,29.72,102.54
232,2026-08-03 13:23:17.131,6.045,-0.03,0.05,1.02,-79.83,31.74,72.45
233,2026-08-03 13:23:17.132,6.046,-0.03,0.05,1.02,-79.83,31.74,72.45
234,2026-08-03 13:23:17.133,6.047,-0.04,0.09,1.1,-78.0,15.75,40.65
235,2026-08-03 13:23:17.133,6.047,-0.04,0.09,1.1,-59.27,-16.78,19.17
236,2026-08-03 13:23:17.133,6.047,-0.01,0.1,1.02,-59.27,-16.78,19.17
237,2026-08-03 13:23:17.190,6.104,0.03,0.05,0.86,-30.82,-49.93,11.72
238,2026-08-03 13:23:17.372,6.286,0.03,0.05,0.86,-30.82,-49.93,11.72
239,2026-08-03 13:23:17.372,6.286,0.06,-0.05,0.73,-18.37,-55.91,5.0
240,2026-08-03 13:23:17.373,6.287,0.06,-0.05,0.73,-18.37,-55.91,5.0
241,2026-08-03 13:23:17.373,6.287,0.08,-0.16,0.69,-28.2,-30.03,-11.23
242,2026-08-03 13:23:17.374,6.288,0.06,-0.25,0.74,-42.48,7.63,-33.51
243,2026-08-03 13:23:17.374,6.288,0.02,-0.3,0.83,-49.26,40.34,-55.42
244,2026-08-03 13:23:17.375,6.289,0.02,-0.3,0.83,-49.26,40.34,-55.42
245,2026-08-03 13:23:17.376,6.29,-0.02,-0.35,0.86,-43.4,60.18,-73.18
246,2026-08-03 13:23:17.434,6.348,-0.07,-0.33,0.9,-23.32,69.89,-89.23
247,2026-08-03 13:23:17.440,6.354,-0.07,-0.33,0.9,-23.32,69.89,-89.23
248,2026-08-03 13:23:17.491,6.405,-0.15,-0.22,1.08,-1.95,80.93,-107.97
249,2026-08-03 13:23:17.492,6.406,-0.19,-0.13,1.22,7.45,90.33,-123.47
250,2026-08-03 13:23:17.551,6.465,-0.19,-0.13,1.13,9.64,84.96,-125.73
251,2026-08-03 13:23:17.552,6.466,-0.17,-0.21,0.94,5.37,69.76,-119.63
252,2026-08-03 13:23:17.611,6.525,-0.17,-0.21,0.94,5.37,69.76,-119.63
253,2026-08-03 13:23:17.611,6.525,-0.15,-0.28,0.85,-4.15,57.8,-118.59
254,2026-08-03 13:23:17.672,6.586,-0.15,-0.28,0.85,-4.15,57.8,-118.59
255,2026-08-03 13:23:17.672,6.586,-0.12,-0.27,0.88,-6.29,49.68,-127.32
256,2026-08-03 13:23:17.672,6.586,-0.05,-0.2,0.94,5.92,37.78,-138.0
257,2026-08-03 13:23:17.737,6.651,-0.05,-0.2,0.94,5.92,37.78,-138.0
258,2026-08-03 13:23:17.738,6.652,0.05,-0.15,0.93,24.6,21.48,-137.21
259,2026-08-03 13:23:17.791,6.705,0.13,-0.14,0.89,32.29,10.13,-119.08
260,2026-08-03 13:23:17.792,6.706,0.13,-0.14,0.89,32.29,10.13,-119.08
261,2026-08-03 13:23:17.918,6.832,0.11,-0.2,0.87,20.69,8.36,-87.65
262,2026-08-03 13:23:17.919,6.833,0.03,-0.31,0.85,2.38,10.56,-54.81
263,2026-08-03 13:23:17.971,6.885,0.03,-0.31,0.85,2.38,10.56,-54.81
264,2026-08-03 13:23:17.979,6.893,-0.03,-0.39,0.83,-4.27,8.3,-34.24
265,2026-08-03 13:23:17.979,6.893,-0.0,-0.4,0.82,6.47,-1.59,-28.02
266,2026-08-03 13:23:17.979,6.893,0.08,-0.36,0.86,24.11,-13.43,-27.16
267,2026-08-03 13:23:18.034,6.948,0.08,-0.36,0.86,24.11,-13.43,-27.16
268,2026-08-03 13:23:18.047,6.961,0.13,-0.25,1.03,34.79,-14.65,-26.73
269,2026-08-03 13:23:18.047,6.961,0.09,-0.11,1.3,32.84,1.59,-27.28
270,2026-08-03 13:23:18.151,7.065,0.09,-0.11,1.3,32.84,1.59,-27.28
271,2026-08-03 13:23:18.151,7.065,0.02,0.0,1.44,29.17,15.44,-24.54
272,2026-08-03 13:23:18.152,7.066,0.02,0.0,1.44,29.17,15.44,-24.54
273,2026-08-03 13:23:18.211,7.125,0.04,0.05,1.28,33.08,3.54,-12.88
274,2026-08-03 13:23:18.212,7.126,0.11,0.05,1.02,27.04,-17.33,4.94
275,2026-08-03 13:23:18.212,7.126,0.14,0.01,0.87,4.27,-20.94,20.39
276,2026-08-03 13:23:18.215,7.129,0.14,0.01,0.87,4.27,-20.94,20.39
277,2026-08-03 13:23:18.271,7.185,0.14,0.01,0.87,-16.72,-9.03,26.92
278,2026-08-03 13:23:18.337,7.251,0.09,0.03,0.99,-29.17,7.51,25.15
279,2026-08-03 13:23:18.337,7.251,0.04,0.02,1.06,-34.91,17.09,21.67
280,2026-08-03 13:23:18.391,7.305,0.01,-0.07,0.99,-31.74,13.24,20.87
281,2026-08-03 13:23:18.452,7.366,-0.0,-0.18,0.88,-26.25,8.36,18.55
282,2026-08-03 13:23:18.453,7.367,-0.02,-0.26,0.87,-27.89,15.14,9.77
283,2026-08-03 13:23:18.510,7.424,-0.02,-0.26,0.87,-27.89,15.14,9.77
284,2026-08-03 13:23:18.512,7.426,-0.02,-0.3,0.93,-31.43,26.98,-3.54
285,2026-08-03 13:23:18.512,7.426,-0.02,-0.3,0.93,-30.15,35.1,-16.78
286,2026-08-03 13:23:18.631,7.545,-0.01,-0.28,0.99,-30.15,35.1,-16.78
287,2026-08-03 13:23:18.633,7.547,0.0,-0.25,1.03,-29.24,41.14,-26.0
288,2026-08-03 13:23:18.633,7.547,0.01,-0.25,1.0,-29.66,45.9,-28.44
289,2026-08-03 13:23:18.692,7.606,-0.02,-0.26,1.0,-24.23,48.77,-25.7
290,2026-08-03 13:23:18.693,7.607,-0.02,-0.26,1.0,-24.23,48.77,-25.7
291,2026-08-03 13:23:18.693,7.607,-0.09,-0.23,1.07,-17.58,50.72,-22.77
