Sample,Timestamp,Elapsed_s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1700,2026-08-03 13:23:56.431,45.345,-0.65,0.63,0.57,-46.14,-41.38,-24.66
1701,2026-08-03 13:23:56.433,45.347,-0.65,0.63,0.57,-46.14,-41.38,-24.66
1702,2026-08-03 13:23:56.433,45.347,-0.56,0.58,0.57,-35.52,-41.44,-40.04
1703,2026-08-03 13:23:56.434,45.348,-0.56,0.58,0.57,-35.52,-41.44,-40.04
1704,2026-08-03 13:23:56.435,45.349,-0.49,0.51,0.56,-39.25,-48.28,-50.6
1705,2026-08-03 13:23:56.435,45.349,-0.46,0.41,0.55,-59.39,-56.88,-56.95
1706,2026-08-03 13:23:56.439,45.353,-0.45,0.32,0.54,-74.46,-64.39,-68.42
1707,2026-08-03 13:23:56.440,45.354,-0.45,0.32,0.54,-74.46,-64.39,-68.42
1708,2026-08-03 13:23:56.441,45.355,-0.4,0.24,0.57,-70.31,-71.72,-88.75
1709,2026-08-03 13:23:56.493,45.407,-0.39,0.17,0.65,-57.43,-78.0,-106.81
1710,2026-08-03 13:23:56.494,45.408,-0.48,0.11,0.73,-54.14,-84.41,-113.59
1711,2026-08-03 13:23:56.495,45.409,-0.67,0.18,0.74,-59.33,-92.71,-117.74
1712,2026-08-03 13:23:56.561,45.475,-0.67,0.18,0.74,-59.33,-92.71,-117.74
1713,2026-08-03 13:23:56.561,45.475,-0.92,0.32,0.75,-66.1,-93.69,-130.62
1714,2026-08-03 13:23:56.618,45.532,-0.92,0.32,0.75,-66.1,-93.69,-130.62
1715,2026-08-03 13:23:56.625,45.539,-1.0,0.41,0.87,-46.08,-74.52,-150.45
1716,2026-08-03 13:23:56.625,45.539,-0.81,0.38,0.99,4.09,-47.79,-147.95
1717,2026-08-03 13:23:56.731,45.645,-0.81,0.38,0.99,4.09,-47.79,-147.95
1718,2026-08-03 13:23:56.731,45.645,-0.5,0.18,0.95,35.71,-41.38,-105.65
1719,2026-08-03 13:23:56.799,45.713,-0.5,0.18,0.95,35.71,-41.38,-105.65
1720,2026-08-03 13:23:56.802,45.716,-0.17,-0.05,0.85,51.09,-56.03,-75.26
1721,2026-08-03 13:23:56.802,45.716,0.08,-0.08,0.82,72.57,-66.71,-89.48
1722,2026-08-03 13:23:56.802,45.716,0.12,-0.01,0.79,68.6,-57.86,-89.23
1723,2026-08-03 13:23:56.852,45.766,-0.02,0.01,0.66,26.0,-41.75,-36.74
1724,2026-08-03 13:23:56.853,45.767,-0.02,0.01,0.66,26.0,-41.75,-36.74
1725,2026-08-03 13:23:56.924,45.838,-0.11,0.01,0.61,-11.9,-30.64,25.15
1726,2026-08-03 13:23:56.925,45.839,-0.07,-0.01,0.77,-13.98,-24.72,49.19
1727,2026-08-03 13:23:57.030,45.944,-0.07,-0.01,0.77,-2.38,-27.04,39.92
1728,2026-08-03 13:23:57.031,45.945,-0.04,-0.03,0.98,-2.38,-27.04,39.92
1729,2026-08-03 13:23:57.036,45.95,-0.13,-0.02,1.17,2.87,-40.77,32.23
1730,2026-08-03 13:23:57.036,45.95,-0.16,0.07,1.43,16.54,-54.32,32.71
1731,2026-08-03 13:23:57.091,46.005,-0.09,0.28,1.57,32.29,-44.49,31.37
1732,2026-08-03 13:23:57.217,46.131,-0.16,0.48,1.38,19.1,-13.61,45.35
1733,2026-08-03 13:23:57.218,46.132,-0.36,0.4,0.94,-23.74,15.26,79.04
1734,2026-08-03 13:23:57.219,46.133,-0.36,0.4,0.94,-23.74,15.26,79.04
1735,2026-08-03 13:23:57.220,46.134,-0.5,0.19,0.53,-65.37,31.13,101.75
1736,2026-08-03 13:23:57.273,46.187,-0.48,0.09,0.47,-58.11,34.55,98.82
1737,2026-08-03 13:23:57.274,46.188,-0.48,0.09,0.47,-58.11,34.55,98.82
1738,2026-08-03 13:23:57.274,46.188,-0.4,0.09,0.71,-0.24,30.58,81.3
1739,2026-08-03 13:23:57.330,46.244,-0.4,0.09,0.71,38.76,22.71,54.87
1740,2026-08-03 13:23:57.331,46.245,-0.33,0.18,0.95,38.76,22.71,54.87
1741,2026-08-03 13:23:57.450,46.364,-0.31,0.25,1.0,33.51,12.7,22.22
1742,2026-08-03 13:23:57.451,46.365,-0.31,0.25,1.0,33.51,12.7,22.22
1743,2026-08-03 13:23:57.451,46.365,-0.32,0.23,0.91,17.94,4.09,-9.52
1744,2026-08-03 13:23:57.452,46.366,-0.32,0.23,0.91,17.94,4.09,-9.52
1745,2026-08-03 13:23:57.453,46.367,-0.31,0.2,0.86,10.31,0.67,-36.62
1746,2026-08-03 13:23:57.510,46.424,-0.31,0.2,0.86,10.31,0.67,-36.62
1747,2026-08-03 13:23:57.511,46.425,-0.29,0.17,0.9,5.37,2.93,-55.6
1748,2026-08-03 13:23:57.511,46.425,-0.31,0.13,0.92,-5.86,7.26,-65.61
1749,2026-08-03 13:23:57.750,46.664,-0.33,0.12,0.88,-18.01,8.3,-75.38
1750,2026-08-03 13:23:57.751,46.665,-0.33,0.12,0.88,-18.01,8.3,-75.38
1751,2026-08-03 13:23:57.752,46.666,-0.33,0.14,0.93,-14.83,4.03,-89.84
1752,2026-08-03 13:23:57.752,46.666,-0.3,0.17,1.1,3.72,-3.11,-106.87
1753,2026-08-03 13:23:57.753,46.667,-0.3,0.17,1.1,3.72,-3.11,-106.87
1754,2026-08-03 13:23:57.753,46.667,-0.36,0.14,1.19,14.16,-5.49,-122.13
1755,2026-08-03 13:23:57.753,46.667,-0.53,0.13,1.14,12.21,2.87,-128.42
1756,2026-08-03 13:23:57.754,46.668,-0.53,0.13,1.14,12.21,2.87,-128.42
1757,2026-08-03 13:23:57.754,46.668,-0.59,0.24,1.0,9.95,11.72,-125.79
1758,2026-08-03 13:23:57.870,46.784,-0.52,0.29,0.78,2.14,10.74,-120.36
1759,2026-08-03 13:23:57.871,46.785,-0.52,0.29,0.78,2.14,10.74,-120.36
1760,2026-08-03 13:23:57.871,46.785,-0.44,0.11,0.62,-4.7,10.25,-119.14
1761,2026-08-03 13:23:57.871,46.785,-0.44,0.11,0.62,14.22,9.64,-136.29
1762,2026-08-03 13:23:57.872,46.786,-0.4,-0.15,0.7,14.22,9.64,-136.29
1763,2026-08-03 13:23:57.990,46.904,-0.28,-0.16,1.0,50.96,5.68,-157.9
1764,2026-08-03 13:23:57.991,46.905,-0.28,-0.16,1.0,50.96,5.68,-157.9
1765,2026-08-03 13:23:57.991,46.905,-0.1,0.05,1.2,60.91,7.75,-148.56
1766,2026-08-03 13:23:57.993,46.907,-0.1,0.05,1.2,60.91,7.75,-148.56
1767,2026-08-03 13:23:57.993,46.907,-0.04,0.1,1.04,22.16,13.67,-110.53
1768,2026-08-03 13:23:58.051,46.965,-0.04,0.1,1.04,22.16,13.67,-110.53
1769,2026-08-03 13:23:58.052,46.966,-0.13,-0.07,0.74,-22.89,18.98,-69.89
1770,2026-08-03 13:23:58.110,47.024,-0.23,-0.24,0.64,-25.45,22.28,-44.74
1771,2026-08-03 13:23:58.111,47.025,-0.23,-0.24,0.64,-25.45,22.28,-44.74
1772,2026-08-03 13:23:58.111,47.025,-0.26,-0.25,0.76,7.2,21.36,-38.39
1773,2026-08-03 13:23:58.236,47.15,-0.26,-0.25,0.76,7.2,21.36,-38.39
1774,2026-08-03 13:23:58.236,47.15,-0.3,-0.09,0.93,46.81,19.78,-33.81
1775,2026-08-03 13:23:58.237,47.151,-0.43,0.07,1.01,66.22,26.12,-5.13
1776,2026-08-03 13:23:58.237,47.151,-0.43,0.07,1.01,54.32,41.99,42.6
1777,2026-08-03 13:23:58.237,47.151,-0.58,0.02,0.99,54.32,41.99,42.6
1778,2026-08-03 13:23:58.291,47.205,-0.56,-0.1,0.92,33.14,44.19,58.04
1779,2026-08-03 13:23:58.292,47.206,-0.56,-0.1,0.92,33.14,44.19,58.04
1780,2026-08-03 13:23:58.350,47.264,-0.33,-0.1,0.88,19.29,18.31,22.28
1781,2026-08-03 13:23:58.351,47.265,-0.33,-0.1,0.88,19.29,18.31,22.28
1782,2026-08-03 13:23:58.351,47.265,-0.14,-0.05,0.88,2.08,-10.56,-16.78
1783,2026-08-03 13:23:58.410,47.324,-0.14,-0.05,0.88,2.08,-10.56,-16.78
1784,2026-08-03 13:23:58.411,47.325,-0.14,-0.01,0.88,-16.97,-18.31,-21.61
1785,2026-08-03 13:23:58.470,47.384,-0.33,0.03,0.89,-22.89,-7.87,3.78
1786,2026-08-03 13:23:58.471,47.385,-0.51,0.05,0.88,-18.98,2.44,30.33
1787,2026-08-03 13:23:58.530,47.444,-0.51,0.05,0.88,-18.98,2.44,30.33
1788,2026-08-03 13:23:58.530,47.444,-0.51,0.06,0.85,-9.89,3.66,34.85
1789,2026-08-03 13:23:58.590,47.504,-0.42,0.1,0.85,1.65,3.66,26.98
1790,2026-08-03 13:23:58.591,47.505,-0.42,0.1,0.85,1.65,3.66,26.98
1791,2026-08-03 13:23:58.591,47.505,-0.4,0.11,0.86,7.63,8.24,25.27
1792,2026-08-03 13:23:58.654,47.568,-0.4,0.11,0.86,7.63,8.24,25.27
1793,2026-08-03 13:23:58.654,47.568,-0.46,0.11,0.85,10.44,12.76,27.71
1794,2026-08-03 13:23:58.655,47.569,-0.46,0.11,0.85,10.44,12.76,27.71
1795,2026-08-03 13:23:58.777,47.691,-0.48,0.13,0.87,15.44,10.56,21.48
1796,2026-08-03 13:23:58.786,47.7,-0.48,0.13,0.87,15.44,10.56,21.48
1797,2026-08-03 13:23:58.787,47.701,-0.44,0.16,0.9,19.17,0.37,5.19
1798,2026-08-03 13:23:58.788,47.702,-0.39,0.17,0.92,17.7,-11.54,-10.07
1799,2026-08-03 13:23:58.789,47.703,-0.39,0.17,0.92,17.7,-11.54,-10.07
1800,2026-08-03 13:23:58.830,47.744,-0.37,0.16,0.91,14.1,-19.17,-17.21
1801,2026-08-03 13:23:58.833,47.747,-0.37,0.16,0.91,14.1,-19.17,-17.21
1802,2026-08-03 13:23:58.834,47.748,-0.36,0.15,0.9,13.37,-23.8,-19.65
1803,2026-08-03 13:23:58.890,47.804,-0.36,0.15,0.9,13.37,-23.8,-19.65
1804,2026-08-03 13:23:58.891,47.805,-0.33,0.15,0.89,14.95,-27.83,-21.0
1805,2026-08-03 13:23:58.953,47.867,-0.33,0.15,0.89,15.87,-30.21,-19.71
1806,2026-08-03 13:23:58.955,47.869,-0.28,0.14,0.87,15.87,-30.21,-19.71
1807,2026-08-03 13:23:58.955,47.869,-0.25,0.13,0.87,16.78,-30.58,-13.0
1808,2026-08-03 13:23:59.070,47.984,-0.25,0.13,0.87,16.78,-30.58,-13.0
1809,2026-08-03 13:23:59.071,47.985,-0.23,0.14,0.9,18.8,-30.09,-4.76
1810,2026-08-03 13:23:59.071,47.985,-0.2,0.16,0.94,20.87,-31.01,-2.99
1811,2026-08-03 13:23:59.256,48.17,-0.12,0.22,0.95,23.44,-32.96,-3.36
1812,2026-08-03 13:23:59.256,48.17,-0.1,0.28,0.9,21.36,-24.96,13.98
1813,2026-08-03 13:23:59.257,48.171,-0.1,0.28,0.9,21.36,-24.96,13.98
1814,2026-08-03 13:23:59.257,48.171,-0.18,0.33,0.84,13.61,-1.59,57.68
1815,2026-08-03 13:23:59.258,48.172,-0.18,0.33,0.84,13.61,-1.59,57.68
1816,2026-08-03 13:23:59.258,48.172,-0.3,0.39,0.84,13.73,24.66,106.45
1817,2026-08-03 13:23:59.258,48.172,-0.39,0.39,0.9,27.04,45.29,133.73
1818,2026-08-03 13:23:59.310,48.224,-0.4,0.34,0.94,35.22,60.06,133.3
1819,2026-08-03 13:23:59.312,48.226,-0.33,0.33,0.92,30.46,66.28,116.58
1820,2026-08-03 13:23:59.373,48.287,-0.33,0.33,0.92,30.46,66.28,116.58
1821,2026-08-03 13:23:59.373,48.287,-0.22,0.38,0.93,25.51,65.25,102.05
1822,2026-08-03 13:23:59.434,48.348,-0.17,0.39,1.0,18.86,62.01,99.61
1823,2026-08-03 13:23:59.435,48.349,-0.2,0.35,1.07,-4.33,55.97,93.26
1824,2026-08-03 13:23:59.491,48.405,-0.2,0.35,1.07,-4.33,55.97,93.26
1825,2026-08-03 13:23:59.491,48.405,-0.26,0.35,1.06,-39.73,41.87,65.43
1826,2026-08-03 13:23:59.492,48.406,-0.26,0.35,1.06,-39.73,41.87,65.43
1827,2026-08-03 13:23:59.551,48.465,-0.31,0.37,0.95,-64.94,18.86,22.77
1828,2026-08-03 13:23:59.552,48.466,-0.31,0.37,0.95,-64.94,18.86,22.77
1829,2026-08-03 13:23:59.730,48.644,-0.32,0.33,0.81,-67.81,-2.14,-17.7
1830,2026-08-03 13:23:59.731,48.645,-0.32,0.33,0.81,-67.81,-2.14,-17.7
1831,2026-08-03 13:23:59.731,48.645,-0.23,0.27,0.82,-56.03,-12.08,-44.68
1832,2026-08-03 13:23:59.732,48.646,-0.06,0.28,0.94,-40.34,-17.27,-55.73
1833,2026-08-03 13:23:59.732,48.646,0.09,0.32,1.03,-29.97,-22.95,-48.28
1834,2026-08-03 13:23:59.735,48.649,0.09,0.32,1.03,-29.97,-22.95,-48.28
1835,2026-08-03 13:23:59.735,48.649,0.11,0.32,1.0,-30.52,-21.48,-18.37
1836,2026-08-03 13:23:59.790,48.704,-0.05,0.27,0.91,-30.64,-4.88,26.18
1837,2026-08-03 13:23:59.790,48.704,-0.3,0.26,0.91,-9.83,14.16,62.44
1838,2026-08-03 13:23:59.852,48.766,-0.3,0.26,0.91,-9.83,14.16,62.44
1839,2026-08-03 13:23:59.854,48.768,-0.52,0.27,0.98,18.19,17.15,70.56
1840,2026-08-03 13:24:00.036,48.95,-0.59,0.21,0.97,16.17,10.01,51.09
1841,2026-08-03 13:24:00.037,48.951,-0.59,0.21,0.97,16.17,10.01,51.09
1842,2026-08-03 13:24:00.037,48.951,-0.52,0.13,0.91,-6.04,4.09,18.62
1843,2026-08-03 13:24:00.038,48.952,-0.38,0.06,0.86,-21.18,-1.65,-14.04
1844,2026-08-03 13:24:00.040,48.954,-0.26,0.07,0.83,-23.13,-6.16,-38.88
1845,2026-08-03 13:24:00.040,48.954,-0.22,0.12,0.86,-10.44,-4.46,-48.16
1846,2026-08-03 13:24:00.751,49.665,-0.22,0.12,0.86,-10.44,-4.46,-48.16
1847,2026-08-03 13:24:00.751,49.665,-0.25,0.16,0.89,1.59,1.04,-43.15
1848,2026-08-03 13:24:00.752,49.666,-0.25,0.16,0.89,1.59,1.04,-43.15
1849,2026-08-03 13:24:00.752,49.666,-0.29,0.17,0.88,2.93,3.17,-35.58
1850,2026-08-03 13:24:00.753,49.667,-0.31,0.16,0.88,3.3,0.85,-33.94
1851,2026-08-03 13:24:00.754,49.668,-0.29,0.13,0.88,5.74,-5.43,-40.47
1852,2026-08-03 13:24:00.755,49.669,-0.24,0.07,0.89,5.07,-17.4,-54.32
1853,2026-08-03 13:24:00.759,49.673,-0.24,0.07,0.89,5.07,-17.4,-54.32
1854,2026-08-03 13:24:00.759,49.673,-0.13,0.04,0.93,-0.43,-33.94,-70.43
1855,2026-08-03 13:24:00.759,49.673,0.0,0.05,1.01,-7.02,-44.68,-80.87
1856,2026-08-03 13:24:00.990,49.904,0.0,0.05,1.01,-7.02,-44.68,-80.87
1857,2026-08-03 13:24:01.112,50.026,0.08,0.03,1.1,-10.86,-41.75,-80.63
1858,2026-08-03 13:24:01.113,50.027,0.12,0.05,1.15,-9.95,-32.53,-68.54
1859,2026-08-03 13:24:01.114,50.028,0.1,0.14,1.12,0.18,-24.54,-44.31
1860,2026-08-03 13:24:01.120,50.034,0.1,0.14,1.12,0.18,-24.54,-44.31
1861,2026-08-03 13:24:01.120,50.034,-0.12,0.15,1.09,24.72,-0.43,-9.83
1862,2026-08-03 13:24:01.121,50.035,-0.12,0.15,1.09,24.72,-0.43,-9.83
1863,2026-08-03 13:24:01.121,50.035,-0.41,0.15,1.06,48.16,44.98,21.06
1864,2026-08-03 13:24:01.122,50.036,-0.56,0.22,0.97,43.88,71.17,37.66
1865,2026-08-03 13:24:01.122,50.036,-0.5,0.23,0.86,16.17,54.26,41.08
1866,2026-08-03 13:24:01.123,50.037,-0.5,0.23,0.86,16.17,54.26,41.08
1867,2026-08-03 13:24:01.124,50.038,-0.34,0.23,0.82,-2.93,18.07,38.82
1868,2026-08-03 13:24:01.124,50.038,-0.22,0.26,0.81,-2.2,-8.36,46.94
1869,2026-08-03 13:24:01.125,50.039,-0.22,0.26,0.81,-2.2,-8.36,46.94
1870,2026-08-03 13:24:01.125,50.039,-0.17,0.31,0.79,0.98,-12.45,63.29
1871,2026-08-03 13:24:01.126,50.04,-0.19,0.34,0.77,-2.75,2.2,78.37
1872,2026-08-03 13:24:01.126,50.04,-0.24,0.33,0.76,-10.25,21.18,90.45
1873,2026-08-03 13:24:01.127,50.041,-0.23,0.36,0.81,-18.55,34.79,90.7
1874,2026-08-03 13:24:01.128,50.042,-0.19,0.41,0.9,-28.32,38.64,76.78
1875,2026-08-03 13:24:01.129,50.043,-0.19,0.41,0.9,-28.32,38.64,76.78
1876,2026-08-03 13:24:01.129,50.043,-0.17,0.41,1.02,-46.45,30.15,54.99
1877,2026-08-03 13:24:01.129,50.043,-0.17,0.41,1.02,-86.79,8.36,29.72
1878,2026-08-03 13:24:01.129,50.043,-0.2,0.34,1.16,-86.79,8.36,29.72
1879,2026-08-03 13:24:01.130,50.044,-0.23,0.23,1.19,-138.67,-25.27,4.46
1880,2026-08-03 13:24:01.130,50.044,-0.28,0.13,1.11,-152.47,-53.28,-15.69
1881,2026-08-03 13:24:01.130,50.044,-0.32,0.09,1.06,-114.99,-60.79,-25.76
1882,2026-08-03 13:24:01.130,50.044,-0.26,0.16,0.99,-63.9,-45.9,-23.44
1883,2026-08-03 13:24:01.170,50.084,-0.2,0.15,0.82,-33.33,-19.17,0.43
1884,2026-08-03 13:24:01.230,50.144,-0.2,0.15,0.82,-33.33,-19.17,0.43
1885,2026-08-03 13:24:01.230,50.144,-0.26,-0.1,0.66,-29.54,-3.6,41.44
1886,2026-08-03 13:24:01.231,50.145,-0.26,-0.1,0.66,-29.54,-3.6,41.44
1887,2026-08-03 13:24:01.291,50.205,-0.27,-0.29,0.76,-14.16,-11.84,63.84
1888,2026-08-03 13:24:01.291,50.205,-0.1,-0.14,1.07,22.95,-20.94,53.89
1889,2026-08-03 13:24:01.409,50.323,-0.1,-0.14,1.07,22.95,-20.94,53.89
1890,2026-08-03 13:24:01.410,50.324,-0.1,-0.14,1.07,22.95,-20.94,53.89
1891,2026-08-03 13:24:01.411,50.325,0.11,0.17,1.03,-2.75,0.43,70.07
1892,2026-08-03 13:24:01.530,50.444,0.11,0.17,1.03,-43.64,2.62,124.69
1893,2026-08-03 13:24:01.531,50.445,-0.01,0.04,0.75,-43.64,2.62,124.69
1894,2026-08-03 13:24:01.531,50.445,-0.12,-0.04,0.61,-57.68,14.83,173.58
1895,2026-08-03 13:24:01.532,50.446,-0.15,-0.01,0.7,-56.58,37.29,192.02
1896,2026-08-03 13:24:01.533,50.447,-0.15,-0.01,0.7,-56.58,37.29,192.02
1897,2026-08-03 13:24:01.534,50.448,-0.14,0.07,0.91,-60.49,43.4,180.6
1898,2026-08-03 13:24:01.663,50.577,-0.14,0.07,0.91,-60.49,43.4,180.6
1899,2026-08-03 13:24:01.663,50.577,-0.12,0.16,1.06,-54.75,22.46,156.37
1900,2026-08-03 13:24:01.664,50.578,-0.16,0.21,1.13,-26.25,-8.12,138.73
1901,2026-08-03 13:24:01.664,50.578,-0.24,0.2,1.18,5.19,-32.78,131.84
1902,2026-08-03 13:24:01.715,50.629,-0.24,0.2,1.18,5.19,-32.78,131.84
1903,2026-08-03 13:24:01.716,50.63,-0.35,0.22,1.29,22.52,-44.98,124.69
1904,2026-08-03 13:24:01.891,50.805,-0.47,0.27,1.35,28.2,-43.27,113.28
1905,2026-08-03 13:24:01.891,50.805,-0.57,0.28,1.05,12.57,-33.94,110.41
1906,2026-08-03 13:24:01.897,50.811,-0.57,0.28,1.05,12.57,-33.94,110.41
1907,2026-08-03 13:24:01.898,50.812,-0.63,0.21,0.74,-17.21,-21.61,121.09
1908,2026-08-03 13:24:01.898,50.812,-0.53,0.15,0.79,-25.15,-3.23,120.06
1909,2026-08-03 13:24:01.949,50.863,-0.53,0.15,0.79,-25.15,-3.23,120.06
1910,2026-08-03 13:24:01.960,50.874,-0.31,0.18,0.9,-11.54,21.55,95.4
1911,2026-08-03 13:24:01.961,50.875,-0.31,0.18,0.9,-11.54,21.55,95.4
1912,2026-08-03 13:24:02.013,50.927,-0.31,0.18,0.9,-11.54,21.55,95.4
1913,2026-08-03 13:24:02.070,50.984,-0.14,0.15,0.61,-9.52,49.62,69.7
1914,2026-08-03 13:24:02.071,50.985,-0.2,0.08,0.55,-13.0,45.41,73.18
1915,2026-08-03 13:24:02.071,50.985,-0.28,0.01,0.68,-12.76,39.0,70.01
1916,2026-08-03 13:24:02.141,51.055,-0.34,-0.03,0.96,-8.54,35.95,52.61
1917,2026-08-03 13:24:02.145,51.059,-0.34,-0.03,0.96,-8.54,35.95,52.61
1918,2026-08-03 13:24:02.145,51.059,-0.31,-0.03,1.25,-5.8,31.86,22.28
1919,2026-08-03 13:24:02.251,51.165,-0.31,-0.03,1.25,-5.8,31.86,22.28
1920,2026-08-03 13:24:02.253,51.167,-0.2,0.02,1.34,-8.42,23.19,-12.57
1921,2026-08-03 13:24:02.254,51.168,-0.13,0.17,1.23,-9.83,17.52,-35.77
1922,2026-08-03 13:24:02.370,51.284,-0.13,0.17,1.23,-9.83,17.52,-35.77
1923,2026-08-03 13:24:02.371,51.285,-0.19,0.26,1.0,-7.08,16.17,-33.02
1924,2026-08-03 13:24:02.372,51.286,-0.19,0.26,1.0,-7.08,16.17,-33.02
1925,2026-08-03 13:24:02.372,51.286,-0.44,0.24,0.7,-12.7,11.66,-6.23
1926,2026-08-03 13:24:02.373,51.287,-0.44,0.24,0.7,-12.7,11.66,-6.23
1927,2026-08-03 13:24:02.374,51.288,-0.74,0.18,0.61,-28.14,6.53,23.99
1928,2026-08-03 13:24:02.622,51.536,-0.87,0.1,1.06,-26.98,3.36,25.02
1929,2026-08-03 13:24:02.624,51.538,-0.69,0.13,1.66,-4.33,-7.02,-4.15
1930,2026-08-03 13:24:02.625,51.539,-0.38,0.13,1.74,10.38,-22.46,-28.08
1931,2026-08-03 13:24:02.626,51.54,-0.12,-0.04,1.28,24.35,-31.68,-35.77
1932,2026-08-03 13:24:02.626,51.54,0.1,-0.12,0.65,46.51,-36.68,-42.3
1933,2026-08-03 13:24:02.627,51.541,0.27,0.03,0.2,58.72,-35.34,-44.07
1934,2026-08-03 13:24:02.628,51.542,0.26,0.2,0.03,48.03,-22.03,-15.99
1935,2026-08-03 13:24:02.730,51.644,0.26,0.2,0.03,48.03,-22.03,-15.99
1936,2026-08-03 13:24:02.731,51.645,-0.01,0.15,-0.05,11.05,-6.1,42.91
1937,2026-08-03 13:24:02.732,51.646,-0.01,0.15,-0.05,11.05,-6.1,42.91
1938,2026-08-03 13:24:02.733,51.647,-0.33,0.07,0.11,-20.87,-3.72,89.54
1939,2026-08-03 13:24:02.734,51.648,-0.51,0.19,0.99,-10.56,-8.54,105.35
1940,2026-08-03 13:24:02.972,51.886,-0.51,0.19,0.99,-10.56,-8.54,105.35
1941,2026-08-03 13:24:02.973,51.887,-0.44,0.64,2.01,26.49,-7.02,102.29
1942,2026-08-03 13:24:02.974,51.888,-0.38,0.74,2.13,31.25,3.11,105.59
1943,2026-08-03 13:24:02.974,51.888,-0.43,0.39,1.65,25.76,27.1,115.48
1944,2026-08-03 13:24:02.975,51.889,-0.43,0.39,1.65,25.76,27.1,115.48
1945,2026-08-03 13:24:03.042,51.956,-0.35,0.38,1.28,34.67,47.36,98.14
1946,2026-08-03 13:24:03.042,51.956,-0.23,0.52,1.0,20.57,40.34,69.58
1947,2026-08-03 13:24:03.044,51.958,-0.23,0.52,1.0,20.57,40.34,69.58
1948,2026-08-03 13:24:03.044,51.958,-0.24,0.43,0.56,-11.9,16.42,59.75
1949,2026-08-03 13:24:03.046,51.96,-0.24,0.43,0.56,-11.9,16.42,59.75
1950,2026-08-03 13:24:03.046,51.96,-0.37,0.22,0.12,-41.08,3.97,56.76
1951,2026-08-03 13:24:03.090,52.004,-0.37,0.22,0.12,-41.08,3.97,56.76
1952,2026-08-03 13:24:03.091,52.005,-0.51,0.05,-0.13,-53.47,9.4,34.12
1953,2026-08-03 13:24:03.091,52.005,-0.59,0.01,-0.09,-47.49,17.09,-15.87
1954,2026-08-03 13:24:03.211,52.125,-0.59,0.01,-0.09,-47.49,17.09,-15.87
1955,2026-08-03 13:24:03.212,52.126,-0.73,0.2,0.61,-26.43,22.4,-75.68
1956,2026-08-03 13:24:03.213,52.127,-0.73,0.2,0.61,-26.43,22.4,-75.68
1957,2026-08-03 13:24:03.342,52.256,-0.79,0.64,1.78,6.35,23.07,-109.19
1958,2026-08-03 13:24:03.343,52.257,-0.79,0.64,1.78,6.35,23.07,-109.19
1959,2026-08-03 13:24:03.344,52.258,-0.51,0.9,2.34,31.62,-3.36,-101.75
1960,2026-08-03 13:24:03.345,52.259,-0.51,0.9,2.34,28.26,-49.26,-74.46
1961,2026-08-03 13:24:03.345,52.259,-0.13,0.51,1.77,28.26,-49.26,-74.46
1962,2026-08-03 13:24:03.345,52.259,0.12,-0.03,0.75,24.17,-73.91,-61.34
1963,2026-08-03 13:24:03.346,52.26,0.12,-0.03,0.75,24.17,-73.91,-61.34
1964,2026-08-03 13:24:03.391,52.305,0.28,-0.16,0.06,40.83,-68.48,-67.69
1965,2026-08-03 13:24:03.392,52.306,0.28,-0.16,0.06,40.83,-68.48,-67.69
1966,2026-08-03 13:24:03.393,52.307,0.31,0.05,-0.17,44.62,-43.95,-48.4
1967,2026-08-03 13:24:03.450,52.364,0.31,0.05,-0.17,44.62,-43.95,-48.4
1968,2026-08-03 13:24:03.451,52.365,0.11,0.23,-0.16,18.07,-13.24,20.08
1969,2026-08-03 13:24:03.451,52.365,-0.17,0.28,0.2,-7.87,11.41,97.72
1970,2026-08-03 13:24:03.644,52.558,-0.17,0.28,0.2,-7.87,11.41,97.72
1971,2026-08-03 13:24:03.646,52.56,-0.4,0.31,1.22,-21.24,25.45,134.34
1972,2026-08-03 13:24:03.875,52.789,-0.4,0.31,1.22,-21.24,25.45,134.34
1973,2026-08-03 13:24:03.891,52.805,-0.51,0.66,2.43,-25.7,22.77,127.56
1974,2026-08-03 13:24:03.892,52.806,-0.53,0.87,2.62,-21.79,9.83,116.7
1975,2026-08-03 13:24:03.892,52.806,-0.56,0.43,1.67,-3.6,18.55,107.24
1976,2026-08-03 13:24:03.893,52.807,-0.56,0.43,1.67,-3.6,18.55,107.24
1977,2026-08-03 13:24:03.893,52.807,-0.45,0.11,0.6,17.4,36.38,77.39
1978,2026-08-03 13:24:03.894,52.808,-0.45,0.11,0.6,17.4,36.38,77.39
1979,2026-08-03 13:24:03.894,52.808,-0.27,0.17,-0.07,9.83,32.17,42.79
1980,2026-08-03 13:24:03.895,52.809,-0.27,0.17,-0.07,9.83,32.17,42.79
1981,2026-08-03 13:24:03.895,52.809,-0.21,0.16,-0.33,-13.37,22.09,25.57
1982,2026-08-03 13:24:03.993,52.907,-0.21,0.16,-0.33,-13.37,22.09,25.57
1983,2026-08-03 13:24:04.111,53.025,-0.3,0.02,-0.26,-21.48,18.31,6.41
1984,2026-08-03 13:24:04.112,53.026,-0.5,-0.04,0.09,-16.85,19.23,-36.93
1985,2026-08-03 13:24:04.112,53.026,-0.79,0.27,1.05,-18.68,27.16,-83.37
1986,2026-08-03 13:24:04.113,53.027,-0.88,0.87,2.44,-20.87,33.26,-105.77
