Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2026-08-03 13:20:26.620,-0.33,-0.13,0.86,1.65,-4.82,2.62
2026-08-03 13:20:26.621,0.03,0.97,1.28,47.06,-2.26,77.7
2026-08-03 13:20:26.621,-0.39,0.84,1.24,-57.62,2.62,-25.82
2026-08-03 13:20:26.622,-0.39,0.84,1.24,-57.62,2.62,-25.82
2026-08-03 13:20:26.623,-0.31,0.37,1.04,-124.21,10.5,-103.15
2026-08-03 13:20:26.672,-0.31,0.37,1.04,-124.21,10.5,-103.15
2026-08-03 13:20:26.673,0.01,-0.0,0.92,-122.07,18.31,-111.33
2026-08-03 13:20:26.673,0.29,-0.13,0.88,-81.36,24.41,-71.04
2026-08-03 13:20:26.674,0.29,-0.13,0.88,-81.36,24.41,-71.04
2026-08-03 13:20:26.732,0.42,-0.1,0.87,-50.48,26.55,-21.3
2026-08-03 13:20:26.734,0.42,-0.1,0.87,-50.48,26.55,-21.3
2026-08-03 13:20:26.735,0.45,-0.05,0.9,-40.71,21.48,13.31
2026-08-03 13:20:26.852,0.45,-0.05,0.9,-40.71,21.48,13.31
2026-08-03 13:20:26.853,0.42,-0.06,0.93,-33.02,17.09,25.88
2026-08-03 13:20:26.854,0.42,-0.06,0.93,-15.69,19.41,21.36
2026-08-03 13:20:26.854,0.39,-0.06,0.91,-15.69,19.41,21.36
2026-08-03 13:20:26.855,0.36,-0.08,0.87,-8.0,16.05,11.23
2026-08-03 13:20:26.926,0.36,-0.08,0.87,-8.0,16.05,11.23
2026-08-03 13:20:26.927,0.35,-0.12,0.83,-15.81,2.44,1.22
2026-08-03 13:20:26.927,0.35,-0.12,0.83,-15.81,2.44,1.22
2026-08-03 13:20:26.973,0.38,-0.15,0.83,-11.35,-12.7,-13.85
2026-08-03 13:20:26.973,0.38,-0.15,0.83,-11.35,-12.7,-13.85
2026-08-03 13:20:27.032,0.42,-0.19,0.87,-2.38,-16.85,-23.44
2026-08-03 13:20:27.033,0.44,-0.21,0.87,-11.78,-7.02,-16.78
2026-08-03 13:20:27.039,0.44,-0.21,0.87,-11.78,-7.02,-16.78
2026-08-03 13:20:27.094,0.42,-0.21,0.85,-24.96,9.46,-2.26
2026-08-03 13:20:27.095,0.42,-0.21,0.85,-24.96,9.46,-2.26
2026-08-03 13:20:27.096,0.35,-0.22,0.82,-36.5,19.04,3.72
2026-08-03 13:20:27.162,0.35,-0.22,0.82,-36.5,19.04,3.72
2026-08-03 13:20:27.163,0.29,-0.2,0.8,-17.4,20.51,-23.07
2026-08-03 13:20:27.213,0.29,-0.2,0.8,-17.4,20.51,-23.07
2026-08-03 13:20:27.214,0.29,-0.14,0.87,53.28,39.12,-80.02
2026-08-03 13:20:27.214,0.3,-0.08,0.97,75.13,56.34,-118.35
2026-08-03 13:20:27.272,0.3,-0.08,0.97,75.13,56.34,-118.35
2026-08-03 13:20:27.273,0.28,-0.03,1.01,18.31,55.24,-113.77
2026-08-03 13:20:27.274,0.28,-0.03,1.01,18.31,55.24,-113.77
2026-08-03 13:20:27.334,0.25,0.02,0.97,-28.69,56.64,-87.1
2026-08-03 13:20:27.334,0.25,0.02,0.97,-28.69,56.64,-87.1
