Sample,Timestamp,Elapsed_s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2796,2026-08-03 13:21:50.438,83.818,0.41,0.53,0.49,63.54,-54.38,75.81
2797,2026-08-03 13:21:50.439,83.819,0.41,0.51,0.53,52.86,-38.82,93.93
2798,2026-08-03 13:21:50.440,83.82,0.41,0.51,0.53,52.86,-38.82,93.93
2799,2026-08-03 13:21:50.440,83.82,0.37,0.47,0.57,93.44,-24.54,112.49
2800,2026-08-03 13:21:50.441,83.821,0.37,0.47,0.57,151.18,-30.94,129.15
2801,2026-08-03 13:21:50.444,83.824,0.28,0.45,0.59,151.18,-30.94,129.15
2802,2026-08-03 13:21:50.444,83.824,-0.17,0.3,0.45,208.98,-103.21,172.42
2803,2026-08-03 13:21:50.448,83.828,-0.17,0.3,0.45,208.98,-103.21,172.42
2804,2026-08-03 13:21:50.449,83.829,-1.24,-0.38,-0.33,228.45,-299.62,258.0
2805,2026-08-03 13:21:50.450,83.83,-1.24,-0.38,-0.33,228.45,-299.62,258.0
2806,2026-08-03 13:21:50.450,83.83,-1.81,-0.41,-1.96,193.85,-544.56,187.5
2807,2026-08-03 13:21:50.678,84.058,0.02,1.6,-2.88,163.02,-583.01,-273.93
2808,2026-08-03 13:21:50.679,84.059,2.1,3.25,-2.11,197.94,-385.62,-605.04
2809,2026-08-03 13:21:50.680,84.06,1.7,2.13,-1.2,267.52,-214.84,-320.98
2810,2026-08-03 13:21:50.680,84.06,0.21,0.31,-0.85,313.11,-158.08,50.6
2811,2026-08-03 13:21:50.681,84.061,-0.64,0.11,-0.93,264.53,-171.26,48.34
2812,2026-08-03 13:21:50.682,84.062,-0.64,0.11,-0.93,264.53,-171.26,48.34
2813,2026-08-03 13:21:50.682,84.062,-0.69,0.85,-1.31,90.82,-216.19,-165.53
2814,2026-08-03 13:21:50.919,84.299,-0.49,1.38,-1.47,-98.33,-200.5,-339.97
2815,2026-08-03 13:21:51.094,84.474,-0.49,1.38,-1.47,-224.18,-77.09,-397.64
2816,2026-08-03 13:21:51.095,84.475,-0.36,1.6,-1.26,-224.18,-77.09,-397.64
2817,2026-08-03 13:21:51.096,84.476,-0.5,1.6,-0.66,-296.33,123.84,-333.62
2818,2026-08-03 13:21:51.097,84.477,-0.5,1.6,-0.66,-296.33,123.84,-333.62
2819,2026-08-03 13:21:51.277,84.657,-0.84,1.24,0.11,-335.14,286.44,-181.15
2820,2026-08-03 13:21:51.331,84.711,-0.84,1.24,0.11,-335.14,286.44,-181.15
2821,2026-08-03 13:21:51.332,84.712,-1.03,0.67,0.65,-335.88,289.43,-38.39
2822,2026-08-03 13:21:51.335,84.715,-0.89,0.42,0.81,-266.91,158.63,7.45
2823,2026-08-03 13:21:51.335,84.715,-0.66,0.58,0.77,-174.13,21.06,-34.24
2824,2026-08-03 13:21:51.336,84.716,-0.66,0.58,0.77,-174.13,21.06,-34.24
2825,2026-08-03 13:21:51.336,84.716,-0.55,0.85,0.7,-127.32,-57.5,-93.75
2826,2026-08-03 13:21:51.337,84.717,-0.55,0.85,0.7,-127.32,-57.5,-93.75
2827,2026-08-03 13:21:51.337,84.717,-0.58,1.1,0.66,-123.23,-90.88,-127.14
2828,2026-08-03 13:21:51.337,84.717,-0.69,1.32,0.67,-149.11,-104.43,-136.23
2829,2026-08-03 13:21:51.338,84.718,-0.82,1.53,0.68,-179.32,-115.05,-134.77
2830,2026-08-03 13:21:51.340,84.72,-0.86,1.74,0.64,-188.6,-129.64,-122.8
2831,2026-08-03 13:21:51.340,84.72,-0.88,1.83,0.51,-189.45,-154.72,-93.57
2832,2026-08-03 13:21:51.342,84.722,-0.88,1.83,0.51,-189.45,-154.72,-93.57
2833,2026-08-03 13:21:51.346,84.726,-0.97,1.79,0.41,-198.24,-188.96,-51.39
2834,2026-08-03 13:21:51.347,84.727,-0.97,1.79,0.41,-198.24,-188.96,-51.39
2835,2026-08-03 13:21:51.347,84.727,-1.08,1.62,0.41,-205.63,-207.64,-10.74
2836,2026-08-03 13:21:51.347,84.727,-1.06,1.34,0.45,-213.93,-191.22,12.76
2837,2026-08-03 13:21:51.694,85.074,-0.94,0.98,0.43,-229.43,-157.35,13.92
2838,2026-08-03 13:21:51.695,85.075,-0.94,0.98,0.43,-229.43,-157.35,13.92
2839,2026-08-03 13:21:52.112,85.492,-0.71,0.57,0.26,-216.86,-147.34,-1.71
2840,2026-08-03 13:21:52.238,85.618,-0.71,0.57,0.26,-216.86,-147.34,-1.71
2841,2026-08-03 13:21:52.239,85.619,-0.35,0.26,0.04,-151.98,-161.74,-28.08
2842,2026-08-03 13:21:52.240,85.62,-0.01,0.15,-0.06,-97.23,-158.81,-47.06
2843,2026-08-03 13:21:52.240,85.62,0.15,0.07,-0.09,-90.94,-134.09,-35.03
2844,2026-08-03 13:21:52.241,85.621,0.15,0.07,-0.09,-90.94,-134.09,-35.03
2845,2026-08-03 13:21:52.241,85.621,0.19,-0.15,-0.21,-85.88,-112.37,3.6
2846,2026-08-03 13:21:52.242,85.622,0.19,-0.15,-0.21,-85.88,-112.37,3.6
2847,2026-08-03 13:21:52.242,85.622,0.26,-0.45,-0.33,-46.63,-92.53,40.34
2848,2026-08-03 13:21:52.244,85.624,0.32,-0.64,-0.2,-0.12,-49.38,53.77
2849,2026-08-03 13:21:52.245,85.625,0.32,-0.64,-0.2,-7.02,18.62,48.58
2850,2026-08-03 13:21:52.246,85.626,0.27,-0.67,0.31,-7.02,18.62,48.58
2851,2026-08-03 13:21:52.247,85.627,0.15,-0.59,0.84,-23.25,63.54,50.23
2852,2026-08-03 13:21:52.475,85.855,0.15,-0.59,0.84,-23.25,63.54,50.23
2853,2026-08-03 13:21:52.475,85.855,0.04,-0.5,1.1,9.4,62.5,71.84
2854,2026-08-03 13:21:52.476,85.856,0.04,-0.5,1.1,9.4,62.5,71.84
2855,2026-08-03 13:21:52.477,85.857,-0.09,-0.5,1.18,26.73,47.55,95.52
2856,2026-08-03 13:21:52.478,85.858,-0.18,-0.56,1.11,-0.31,26.55,99.79
2857,2026-08-03 13:21:52.672,86.052,-0.18,-0.56,1.11,-19.35,-11.78,90.27
2858,2026-08-03 13:21:52.673,86.053,-0.15,-0.57,1.03,-19.35,-11.78,90.27
2859,2026-08-03 13:21:52.674,86.054,-0.05,-0.56,1.0,-15.26,-48.34,78.92
2860,2026-08-03 13:21:52.677,86.057,-0.05,-0.56,1.0,-15.26,-48.34,78.92
2861,2026-08-03 13:21:52.679,86.059,0.14,-0.56,0.92,2.08,-70.07,67.44
2862,2026-08-03 13:21:52.680,86.06,0.14,-0.56,0.92,2.08,-70.07,67.44
2863,2026-08-03 13:21:52.680,86.06,0.32,-0.4,0.94,32.47,-72.63,64.94
2864,2026-08-03 13:21:52.681,86.061,0.32,-0.4,0.94,32.47,-72.63,64.94
2865,2026-08-03 13:21:52.682,86.062,0.35,-0.13,1.22,40.22,-52.12,81.48
2866,2026-08-03 13:21:52.683,86.063,0.35,-0.13,1.22,40.22,-52.12,81.48
2867,2026-08-03 13:21:52.684,86.064,0.12,-0.06,1.3,-8.3,-42.72,137.21
2868,2026-08-03 13:21:52.685,86.065,0.12,-0.06,1.3,-8.3,-42.72,137.21
2869,2026-08-03 13:21:52.685,86.065,-0.03,-0.17,1.17,-32.65,-47.49,141.91
2870,2026-08-03 13:21:52.689,86.069,-0.11,-0.21,1.02,-52.61,-46.08,117.98
2871,2026-08-03 13:21:52.689,86.069,-0.1,-0.19,0.8,-54.38,-48.83,81.48
2872,2026-08-03 13:21:52.833,86.213,-0.07,-0.24,0.64,-49.26,-48.58,52.37
2873,2026-08-03 13:21:52.836,86.216,-0.07,-0.24,0.64,-49.26,-48.58,52.37
2874,2026-08-03 13:21:52.837,86.217,-0.06,-0.34,0.61,-41.63,-40.47,29.85
2875,2026-08-03 13:21:52.837,86.217,-0.06,-0.34,0.61,-23.99,-30.15,6.1
2876,2026-08-03 13:21:52.838,86.218,-0.03,-0.38,0.67,-23.99,-30.15,6.1
2877,2026-08-03 13:21:52.839,86.219,0.01,-0.38,0.76,-11.11,-17.21,-14.53
2878,2026-08-03 13:21:52.841,86.221,0.01,-0.38,0.76,-11.11,-17.21,-14.53
2879,2026-08-03 13:21:52.842,86.222,0.03,-0.38,0.83,-7.02,-4.03,-25.45
2880,2026-08-03 13:21:53.313,86.693,0.01,-0.43,0.88,-2.32,6.96,-26.55
2881,2026-08-03 13:21:53.314,86.694,0.01,-0.43,0.88,-2.32,6.96,-26.55
2882,2026-08-03 13:21:53.315,86.695,-0.02,-0.52,0.92,7.81,19.29,-25.57
2883,2026-08-03 13:21:53.505,86.885,-0.02,-0.52,0.92,7.81,19.29,-25.57
2884,2026-08-03 13:21:53.506,86.886,-0.04,-0.48,0.99,33.63,31.49,-30.94
2885,2026-08-03 13:21:53.507,86.887,-0.06,-0.29,1.12,62.32,39.12,-38.57
2886,2026-08-03 13:21:53.552,86.932,-0.06,-0.29,1.12,62.32,39.12,-38.57
2887,2026-08-03 13:21:53.553,86.933,-0.06,-0.14,1.08,66.89,34.3,-35.83
2888,2026-08-03 13:21:53.554,86.934,-0.05,-0.16,0.82,41.44,19.04,-16.36
2889,2026-08-03 13:21:53.555,86.935,-0.05,-0.16,0.82,41.44,19.04,-16.36
2890,2026-08-03 13:21:53.555,86.935,-0.08,-0.33,0.67,-8.06,11.29,7.02
2891,2026-08-03 13:21:53.558,86.938,-0.08,-0.33,0.67,-8.06,11.29,7.02
2892,2026-08-03 13:21:53.558,86.938,-0.13,-0.46,0.72,-45.72,12.88,11.11
2893,2026-08-03 13:21:53.559,86.939,-0.09,-0.45,0.84,-30.82,13.18,-11.6
2894,2026-08-03 13:21:53.561,86.941,-0.09,-0.45,0.84,-30.82,13.18,-11.6
2895,2026-08-03 13:21:53.562,86.942,-0.0,-0.37,0.9,6.47,6.41,-41.56
2896,2026-08-03 13:21:53.563,86.943,-0.0,-0.37,0.9,6.47,6.41,-41.56
2897,2026-08-03 13:21:53.563,86.943,0.1,-0.34,0.84,22.77,-9.09,-54.87
2898,2026-08-03 13:21:53.564,86.944,0.18,-0.38,0.75,23.07,-23.8,-48.46
2899,2026-08-03 13:21:53.565,86.945,0.18,-0.38,0.75,23.07,-23.8,-48.46
2900,2026-08-03 13:21:53.565,86.945,0.24,-0.43,0.72,25.33,-26.49,-35.1
2901,2026-08-03 13:21:53.566,86.946,0.3,-0.45,0.75,31.19,-17.58,-23.93
2902,2026-08-03 13:21:53.567,86.947,0.3,-0.45,0.75,31.19,-17.58,-23.93
2903,2026-08-03 13:21:53.567,86.947,0.34,-0.45,0.81,35.34,-6.65,-11.72
2904,2026-08-03 13:21:53.567,86.947,0.36,-0.4,0.9,45.65,-1.4,3.42
2905,2026-08-03 13:21:53.568,86.948,0.36,-0.4,0.9,45.65,-1.4,3.42
2906,2026-08-03 13:21:53.568,86.948,0.35,-0.3,1.06,67.87,0.43,16.05
2907,2026-08-03 13:21:53.568,86.948,0.35,-0.3,1.06,87.77,-3.05,30.58
2908,2026-08-03 13:21:53.568,86.948,0.37,-0.22,1.17,87.77,-3.05,30.58
2909,2026-08-03 13:21:53.569,86.949,0.43,-0.12,1.21,92.53,-11.78,53.71
2910,2026-08-03 13:21:53.569,86.949,0.37,0.1,1.38,78.25,5.43,67.32
2911,2026-08-03 13:21:53.570,86.95,0.37,0.1,1.38,78.25,5.43,67.32
2912,2026-08-03 13:21:53.570,86.95,0.2,0.27,1.48,28.93,40.53,72.02
2913,2026-08-03 13:21:53.571,86.951,0.05,0.24,1.33,-42.11,39.73,91.31
2914,2026-08-03 13:21:53.572,86.952,0.05,0.24,1.33,-42.11,39.73,91.31
2915,2026-08-03 13:21:53.572,86.952,-0.06,0.1,1.18,-90.09,14.04,109.07
2916,2026-08-03 13:21:53.573,86.953,-0.06,0.1,1.18,-103.82,-2.93,98.33
2917,2026-08-03 13:21:53.573,86.953,-0.17,0.01,1.13,-103.82,-2.93,98.33
2918,2026-08-03 13:21:53.574,86.954,-0.21,-0.01,0.99,-93.26,-21.91,69.82
2919,2026-08-03 13:21:53.581,86.961,-0.17,-0.04,0.74,-74.4,-49.01,47.97
2920,2026-08-03 13:21:53.582,86.962,-0.17,-0.04,0.74,-74.4,-49.01,47.97
2921,2026-08-03 13:21:53.582,86.962,-0.15,-0.14,0.49,-63.72,-67.69,35.77
2922,2026-08-03 13:21:53.582,86.962,-0.15,-0.26,0.35,-54.32,-68.18,23.56
2923,2026-08-03 13:21:53.911,87.291,-0.14,-0.33,0.33,-25.21,-51.64,4.46
2924,2026-08-03 13:21:53.912,87.292,-0.14,-0.33,0.33,-25.21,-51.64,4.46
2925,2026-08-03 13:21:53.913,87.293,-0.1,-0.36,0.4,25.33,-21.85,-19.04
2926,2026-08-03 13:21:53.914,87.294,-0.09,-0.39,0.53,70.37,17.03,-41.32
2927,2026-08-03 13:21:53.915,87.295,-0.15,-0.34,0.68,99.55,66.83,-61.1
2928,2026-08-03 13:21:53.916,87.296,-0.28,-0.17,0.93,125.67,125.0,-73.85
2929,2026-08-03 13:21:53.918,87.298,-0.47,0.02,1.39,133.67,172.24,-87.95
2930,2026-08-03 13:21:53.918,87.298,-0.58,0.18,1.83,120.73,179.81,-112.24
2931,2026-08-03 13:21:53.919,87.299,-0.58,0.18,1.83,120.73,179.81,-112.24
2932,2026-08-03 13:21:53.920,87.3,-0.42,0.28,1.8,112.61,121.89,-123.84
2933,2026-08-03 13:21:53.921,87.301,-0.12,0.24,1.3,110.05,18.62,-101.26
2934,2026-08-03 13:21:53.971,87.351,-0.12,0.24,1.3,110.05,18.62,-101.26
2935,2026-08-03 13:21:53.972,87.352,0.09,0.12,0.84,86.36,-56.46,-65.43
2936,2026-08-03 13:21:54.092,87.472,0.09,0.12,0.84,86.36,-56.46,-65.43
2937,2026-08-03 13:21:54.094,87.474,0.11,0.04,0.76,33.81,-59.14,-52.19
2938,2026-08-03 13:21:54.095,87.475,0.09,0.11,0.93,-6.35,-26.12,-63.66
2939,2026-08-03 13:21:54.095,87.475,0.14,0.24,1.02,-10.31,-14.1,-70.68
2940,2026-08-03 13:21:54.272,87.652,0.24,0.29,0.89,-2.32,-30.64,-50.11
2941,2026-08-03 13:21:54.273,87.653,0.24,0.29,0.89,-2.32,-30.64,-50.11
2942,2026-08-03 13:21:54.274,87.654,0.31,0.24,0.72,0.06,-44.13,-10.38
2943,2026-08-03 13:21:54.275,87.655,0.31,0.24,0.72,0.06,-44.13,-10.38
2944,2026-08-03 13:21:54.275,87.655,0.32,0.21,0.68,0.92,-31.8,27.83
2945,2026-08-03 13:21:54.278,87.658,0.32,0.21,0.68,0.92,-31.8,27.83
2946,2026-08-03 13:21:54.281,87.661,0.26,0.26,0.78,3.11,-2.14,57.07
2947,2026-08-03 13:21:54.281,87.661,0.17,0.31,0.95,3.97,24.23,82.4
2948,2026-08-03 13:21:54.512,87.892,0.17,0.31,0.95,3.97,24.23,82.4
2949,2026-08-03 13:21:54.512,87.892,0.06,0.32,1.06,6.96,34.61,108.46
2950,2026-08-03 13:21:54.692,88.072,0.06,0.32,1.06,6.96,34.61,108.46
2951,2026-08-03 13:21:54.694,88.074,-0.0,0.32,1.14,16.78,31.8,132.51
2952,2026-08-03 13:21:54.695,88.075,-0.0,0.32,1.14,16.78,31.8,132.51
2953,2026-08-03 13:21:54.695,88.075,-0.06,0.36,1.23,27.4,29.6,148.13
2954,2026-08-03 13:21:54.696,88.076,-0.06,0.36,1.23,27.4,29.6,148.13
2955,2026-08-03 13:21:54.699,88.079,-0.14,0.5,1.34,22.52,39.61,149.84
2956,2026-08-03 13:21:54.699,88.079,-0.19,0.65,1.34,-0.98,53.1,145.26
2957,2026-08-03 13:21:54.700,88.08,-0.19,0.65,1.34,-0.98,53.1,145.26
2958,2026-08-03 13:21:54.700,88.08,-0.19,0.69,1.15,-33.63,55.6,151.06
2959,2026-08-03 13:21:54.700,88.08,-0.26,0.61,1.01,-79.9,60.24,162.72
2960,2026-08-03 13:21:54.701,88.081,-0.26,0.61,1.01,-79.9,60.24,162.72
2961,2026-08-03 13:21:54.701,88.081,-0.4,0.46,1.04,-137.02,71.9,159.55
2962,2026-08-03 13:21:54.701,88.081,-0.48,0.33,1.03,-177.61,64.09,137.63
2963,2026-08-03 13:21:54.702,88.082,-0.44,0.2,0.83,-181.27,22.71,114.26
2964,2026-08-03 13:21:54.813,88.193,-0.35,0.06,0.54,-152.22,-30.4,100.95
2965,2026-08-03 13:21:54.814,88.194,-0.35,0.06,0.54,-152.22,-30.4,100.95
2966,2026-08-03 13:21:54.815,88.195,-0.29,-0.08,0.35,-112.12,-60.61,88.5
2967,2026-08-03 13:21:54.815,88.195,-0.28,-0.18,0.33,-75.68,-56.88,64.64
2968,2026-08-03 13:21:55.112,88.492,-0.28,-0.18,0.33,-75.68,-56.88,64.64
2969,2026-08-03 13:21:55.113,88.493,-0.3,-0.22,0.42,-37.96,-35.95,28.69
2970,2026-08-03 13:21:55.114,88.494,-0.34,-0.19,0.53,2.99,-16.05,-10.68
2971,2026-08-03 13:21:55.114,88.494,-0.35,-0.15,0.63,48.22,-3.17,-40.89
2972,2026-08-03 13:21:55.115,88.495,-0.35,-0.15,0.63,106.08,3.85,-58.11
2973,2026-08-03 13:21:55.116,88.496,-0.37,-0.06,0.75,106.08,3.85,-58.11
2974,2026-08-03 13:21:55.297,88.677,-0.47,0.16,1.04,161.32,22.16,-75.5
2975,2026-08-03 13:21:55.298,88.678,-0.47,0.16,1.04,161.32,22.16,-75.5
2976,2026-08-03 13:21:55.299,88.679,-0.58,0.4,1.42,180.73,49.93,-93.51
2977,2026-08-03 13:21:55.301,88.681,-0.58,0.4,1.42,180.73,49.93,-93.51
2978,2026-08-03 13:21:55.302,88.682,-0.57,0.37,1.49,153.99,49.68,-82.58
2979,2026-08-03 13:21:55.302,88.682,-0.41,0.12,1.15,92.04,24.48,-51.33
2980,2026-08-03 13:21:55.302,88.682,-0.25,0.01,0.8,28.63,11.41,-44.68
2981,2026-08-03 13:21:55.302,88.682,-0.18,0.06,0.73,5.0,16.36,-60.06
2982,2026-08-03 13:21:55.302,88.682,-0.16,0.16,0.87,22.64,22.4,-70.92
2983,2026-08-03 13:21:55.302,88.682,-0.16,0.16,0.87,45.65,17.82,-73.61
2984,2026-08-03 13:21:55.302,88.682,-0.12,0.24,1.01,45.65,17.82,-73.61
2985,2026-08-03 13:21:55.411,88.791,-0.07,0.28,1.01,49.19,-0.67,-69.27
2986,2026-08-03 13:21:55.412,88.792,-0.07,0.28,1.01,49.19,-0.67,-69.27
2987,2026-08-03 13:21:55.413,88.793,-0.04,0.28,0.95,40.47,-23.5,-56.09
2988,2026-08-03 13:21:55.414,88.794,-0.04,0.28,0.93,32.78,-37.54,-40.16
2989,2026-08-03 13:21:55.833,89.213,-0.04,0.28,0.93,32.78,-37.54,-40.16
2990,2026-08-03 13:21:55.834,89.214,-0.04,0.3,0.91,32.65,-42.54,-25.21
2991,2026-08-03 13:21:55.834,89.214,-0.03,0.34,0.85,40.22,-41.87,-5.86
2992,2026-08-03 13:21:55.851,89.231,-0.03,0.34,0.85,40.22,-41.87,-5.86
2993,2026-08-03 13:21:55.852,89.232,-0.06,0.43,0.89,51.09,-28.69,18.19
2994,2026-08-03 13:21:56.023,89.403,-0.06,0.43,0.89,51.09,-28.69,18.19
2995,2026-08-03 13:21:56.024,89.404,-0.18,0.64,1.12,59.81,5.55,40.1
2996,2026-08-03 13:21:56.025,89.405,-0.18,0.64,1.12,59.81,5.55,40.1
2997,2026-08-03 13:21:56.026,89.406,-0.3,0.86,1.33,50.23,43.4,58.72
2998,2026-08-03 13:21:56.027,89.407,-0.29,0.86,1.19,13.85,48.83,87.71
2999,2026-08-03 13:21:56.031,89.411,-0.29,0.86,1.19,13.85,48.83,87.71
3000,2026-08-03 13:21:56.032,89.412,-0.22,0.67,0.78,-25.15,21.3,129.27
3001,2026-08-03 13:21:56.032,89.412,-0.24,0.47,0.54,-41.69,6.16,153.69
3002,2026-08-03 13:21:56.033,89.413,-0.3,0.43,0.6,-36.74,27.1,137.57
3003,2026-08-03 13:21:56.033,89.413,-0.27,0.52,0.74,-32.47,52.19,98.08
3004,2026-08-03 13:21:56.033,89.413,-0.22,0.54,0.79,-41.2,50.6,70.98
3005,2026-08-03 13:21:56.033,89.413,-0.23,0.42,0.74,-53.83,28.81,65.25
3006,2026-08-03 13:21:56.137,89.517,-0.23,0.42,0.74,-53.83,28.81,65.25
3007,2026-08-03 13:21:56.137,89.517,-0.28,0.27,0.69,-56.95,9.4,63.05
3008,2026-08-03 13:21:56.138,89.518,-0.33,0.18,0.69,-46.08,4.94,52.0
3009,2026-08-03 13:21:56.138,89.518,-0.4,0.17,0.75,-27.77,13.61,29.6
3010,2026-08-03 13:21:56.139,89.519,-0.4,0.17,0.75,-27.77,13.61,29.6
3011,2026-08-03 13:21:56.191,89.571,-0.47,0.24,0.87,-9.89,27.83,-1.04
3012,2026-08-03 13:21:56.192,89.572,-0.5,0.36,1.03,5.49,36.38,-28.75
3013,2026-08-03 13:21:56.193,89.573,-0.52,0.56,1.18,22.52,35.64,-53.65
3014,2026-08-03 13:21:56.194,89.574,-0.52,0.56,1.18,31.49,27.16,-68.05
3015,2026-08-03 13:21:56.194,89.574,-0.56,0.65,1.18,31.49,27.16,-68.05
3016,2026-08-03 13:21:56.326,89.706,-0.45,0.47,0.9,24.96,-0.31,-50.05
3017,2026-08-03 13:21:56.327,89.707,-0.17,0.31,0.61,13.18,-34.97,-20.51
3018,2026-08-03 13:21:56.492,89.872,0.04,0.32,0.64,-0.61,-40.22,-5.55
3019,2026-08-03 13:21:56.494,89.874,0.07,0.38,0.88,-8.91,-21.48,3.85
3020,2026-08-03 13:21:56.494,89.874,0.06,0.41,0.98,-6.23,-16.97,23.62
3021,2026-08-03 13:21:56.496,89.876,0.06,0.41,0.98,-6.23,-16.97,23.62
3022,2026-08-03 13:21:56.496,89.876,0.01,0.36,0.86,-5.74,-27.1,62.19
3023,2026-08-03 13:21:56.497,89.877,0.01,0.36,0.86,-5.74,-27.1,62.19
3024,2026-08-03 13:21:56.497,89.877,-0.13,0.28,0.74,-11.11,-25.63,107.06
3025,2026-08-03 13:21:56.498,89.878,-0.13,0.28,0.74,-11.11,-25.63,107.06
3026,2026-08-03 13:21:56.559,89.939,-0.27,0.25,0.73,-11.6,-13.0,138.43
3027,2026-08-03 13:21:56.564,89.944,-0.27,0.25,0.73,-11.6,-13.0,138.43
3028,2026-08-03 13:21:56.565,89.945,-0.28,0.28,0.77,-2.56,-4.58,147.46
3029,2026-08-03 13:21:56.673,90.053,-0.13,0.36,0.81,7.75,-4.15,142.58
3030,2026-08-03 13:21:56.674,90.054,0.07,0.46,0.86,18.25,-3.23,140.56
3031,2026-08-03 13:21:56.675,90.055,0.24,0.59,0.96,28.2,14.16,142.76
3032,2026-08-03 13:21:56.734,90.114,0.24,0.59,0.96,28.2,14.16,142.76
3033,2026-08-03 13:21:56.736,90.116,0.27,0.61,1.03,23.74,41.2,144.1
3034,2026-08-03 13:21:56.736,90.116,0.23,0.48,0.96,9.52,35.83,138.61
3035,2026-08-03 13:21:57.331,90.711,0.23,0.48,0.96,9.52,35.83,138.61
3036,2026-08-03 13:21:57.333,90.713,0.25,0.37,0.84,-0.43,-1.83,115.3
3037,2026-08-03 13:21:57.334,90.714,0.26,0.32,0.84,-7.57,-20.75,81.54
3038,2026-08-03 13:21:57.335,90.715,0.21,0.3,0.92,-13.12,-9.52,52.92
3039,2026-08-03 13:21:57.336,90.716,0.17,0.31,1.0,-15.26,4.94,31.86
3040,2026-08-03 13:21:57.337,90.717,0.13,0.32,0.98,-17.21,10.13,15.81
3041,2026-08-03 13:21:57.392,90.772,0.07,0.3,0.91,-19.65,9.16,1.77
3042,2026-08-03 13:21:57.393,90.773,0.12,0.34,0.85,-16.42,4.03,-15.75
3043,2026-08-03 13:21:57.394,90.774,0.12,0.34,0.85,-16.42,4.03,-15.75
3044,2026-08-03 13:21:57.394,90.774,0.24,0.44,0.85,-7.69,-2.62,-31.07
3045,2026-08-03 13:21:57.402,90.782,0.32,0.49,0.86,2.99,-7.69,-29.97
3046,2026-08-03 13:21:57.409,90.789,0.35,0.48,0.87,11.72,-10.8,-13.79
3047,2026-08-03 13:21:57.410,90.79,0.35,0.48,0.87,11.72,-10.8,-13.79
3048,2026-08-03 13:21:57.417,90.797,0.34,0.42,0.95,15.14,-9.16,5.49
3049,2026-08-03 13:21:57.433,90.813,0.34,0.42,0.95,15.14,-9.16,5.49
3050,2026-08-03 13:21:57.436,90.816,0.31,0.37,1.09,13.98,-3.6,17.52
3051,2026-08-03 13:21:57.437,90.817,0.25,0.34,1.09,10.19,-3.54,20.2
3052,2026-08-03 13:21:57.440,90.82,0.25,0.34,1.09,7.51,-6.9,19.9
3053,2026-08-03 13:21:57.441,90.821,0.15,0.32,0.94,7.51,-6.9,19.9
3054,2026-08-03 13:21:57.441,90.821,0.09,0.32,0.84,5.19,-2.01,17.27
3055,2026-08-03 13:21:57.512,90.892,0.09,0.32,0.84,5.19,-2.01,17.27
3056,2026-08-03 13:21:57.513,90.893,0.13,0.36,0.88,2.75,5.86,10.99
3057,2026-08-03 13:21:57.514,90.894,0.21,0.4,0.95,2.14,4.94,6.23
3058,2026-08-03 13:21:57.515,90.895,0.21,0.4,0.95,2.14,4.94,6.23
3059,2026-08-03 13:21:57.515,90.895,0.23,0.41,0.95,1.89,-1.59,7.69
3060,2026-08-03 13:21:57.516,90.896,0.23,0.41,0.95,1.95,-4.7,12.08
3061,2026-08-03 13:21:57.517,90.897,0.19,0.38,0.88,1.95,-4.7,12.08
3062,2026-08-03 13:21:57.578,90.958,0.14,0.35,0.84,3.05,-2.69,12.02
3063,2026-08-03 13:21:57.708,91.088,0.15,0.34,0.87,3.97,2.75,5.68
3064,2026-08-03 13:21:57.724,91.104,0.15,0.34,0.87,3.97,2.75,5.68
3065,2026-08-03 13:21:57.727,91.107,0.18,0.36,0.93,3.3,8.12,-1.04
3066,2026-08-03 13:21:57.727,91.107,0.21,0.37,0.94,1.53,8.54,-1.89
3067,2026-08-03 13:21:57.730,91.11,0.21,0.37,0.94,1.53,8.54,-1.89
3068,2026-08-03 13:21:57.751,91.131,0.21,0.37,0.9,-0.18,5.62,1.71
3069,2026-08-03 13:21:57.752,91.132,0.21,0.37,0.9,-1.83,4.82,5.55
3070,2026-08-03 13:21:57.752,91.132,0.19,0.37,0.87,-1.83,4.82,5.55
3071,2026-08-03 13:21:57.873,91.253,0.17,0.36,0.86,-1.95,4.27,7.39
3072,2026-08-03 13:21:57.874,91.254,0.17,0.36,0.86,-1.95,4.27,7.39
3073,2026-08-03 13:21:57.874,91.254,0.17,0.36,0.88,0.43,3.78,6.41
3074,2026-08-03 13:21:57.875,91.255,0.17,0.36,0.88,0.43,3.78,6.41
3075,2026-08-03 13:21:57.875,91.255,0.18,0.37,0.92,2.69,6.53,5.0
3076,2026-08-03 13:21:58.292,91.672,0.18,0.37,0.92,2.69,6.53,5.0
3077,2026-08-03 13:21:58.293,91.673,0.19,0.38,0.93,3.42,8.42,6.16
3078,2026-08-03 13:21:58.294,91.674,0.19,0.38,0.93,3.42,8.42,6.16
3079,2026-08-03 13:21:58.294,91.674,0.18,0.37,0.94,1.59,7.75,9.09
3080,2026-08-03 13:21:58.294,91.674,0.18,0.37,0.94,-2.75,5.68,10.19
3081,2026-08-03 13:21:58.295,91.675,0.16,0.36,0.94,-2.75,5.68,10.19
3082,2026-08-03 13:21:58.312,91.692,0.14,0.34,0.93,-7.14,2.08,7.45
3083,2026-08-03 13:21:58.313,91.693,0.14,0.34,0.93,-7.14,2.08,7.45
